Word,PQConcepts,GenRiddle
volcano,"['a crater', 'a volcano', 'lava', 'hot']","

I am a fiery mountain, with a crater on top,
Erupting with rage, I never stop.
My lava flows hot, destroying what's in its path,
But thousands flock to see my fiery wrath."
loneliness,['forlornness'],"

I am a feeling that haunts the forsaken
A companion to those who feel forlorn
Alone I wander through hearts that are taken
My name is loneliness, forever I mourn."
birthday.,[],"

I am a special day, once a year I come,
A celebration of life, marked by everyone.
Some say I bring joy, others dread my name,
To some I am a milestone, to others just the same.

Gifts and cake, balloons and cheers,
A day full of love, a day without fears.
For some I start a journey, for others an end,
To some I am a party, to others a trend.

I am a reminder of time passing by,
A symbol of growth, as the years multiply.
But no matter what you may think I am,
I am still just a day, of a"
drugs,"['a concert', 'alter emotions', 'cause illness', 'change your subjective consciousness ', 'cloud your mind', 'control symptoms of disease', 'cure illness', 'enjoy the day', 'get high', 'prohibited', 'illegal']","

At a concert, you may find me,
But beware, I can alter your emotions, you'll see.
I have the power to change your mind,
But overuse can leave your health declined.
In music, I may seem like a friend,
But in excess, my effects can cause illness in the end.
What am I, that can change your subjective consciousness?
Hint: I am often associated with a state of inebriation and recklessness."
tennisball,"['ball', 'a ball', 'a toy', 'a toybox', 'bounce']","

I am a spherical object, often found in a toybox.
I bounce and roll, like most balls do.
But instead of being round and white,
I am yellow and fuzzy, a unique sight.
With a swift swing of a racket,
I can soar across the court, like a packet.
What am I, you may ask?
A popular sport, I am a task.
But in between sets, I return to my rest,
In the toybox, with the other balls, I nest.
What am I? A tennisball, indeed.
A toy, a ball, fulfilling my purpose, I succeed."
coffin,"['a box', 'a coffin', 'a funeral', 'casket', 'cemetery', 'grave']","

I am a box that holds a mournful fate,
A casket for the dead, sealed by a somber weight.
My purpose is to lay them to their rest,
For a funeral is where I truly shine my best.

What am I?"
cheese,"['a dairy product from cows', 'a flavor', 'a food', 'a good protein food', 'a noun', 'a pizza', 'a plate', 'a strong odor', 'age well', 'the fridge', 'the market']","

I am a dairy product from cows,
A flavor that can make you say ""wow"",
As a food, I am quite a delight,
With me, your taste buds will take flight.

But don't underestimate my might,
For I am also a good protein food,
Nourishing your body, making you feel good,
Without me, your meals would be quite subdued.

What am I, you may please?
Perhaps a slice of me, you'll find with ease,
But a riddle, I shall remain,
Oh, do you know my cheesy name?"
skin,"['a body', 'covering the body', 'protecting the body']","

I am the largest organ of a body,
Covering its surface from head to toes,
Through me, sensations are embodied,
But I also provide protection, it shows."
History,[],"

I am the tale of ages past,
A book of memories that will last,
My pages filled with victories and defeats,
And all the secrets that time still keeps.

I hold the rise and fall of nations,
And bear witness to their transformations,
Kings and queens, heroes and foes,
I'm the story of how the world grows.

Some call me boring, some call me dry,
But dig deeper and you'll see what lies,
My lessons are timeless, my knowledge vast,
For those who seek, I'll forever last.

Through me, you'll learn of the greats,
And the mistakes that sealed their fates,
"
fan,"['a fan', 'a stadium', 'circulating air', 'cool a person', 'cool a room', 'cool off', 'cool the air', 'moving the air']","

I am a device that can be seen in a stadium,
My purpose is to circulate air like a windmill's gallop.
With my blades spinning, I cool a person on a hot day,
But without me, the heat would surely stay. 
What am I, you may ask with a plan?
I am simply known as a fan."
dream,"['fall asleep', 'fantasy', 'fantasie', 'fantasize']","

""Though some may see me as a mere illusion,
Others see me as a sweet confusion.
Close your eyes and I'll take you on a journey,
Into a realm of endless possibility.
In your slumber, I come to you in full gleam,
For I am the product of your wildest dream."" "
garlic,"['a ingredient', 'a popular ingredient', 'ajlo', 'beli luk', 'garlleg', 'usturoi', 'češnjak']","

I am an ingredient, so easy to find.
In many recipes, I'm one of a kind.
With a pungent scent, I may seem strong,
Some love me, while others think I'm wrong.

I'm a popular choice, in dishes around.
From soups to stir-fries, I make them profound.
My name in Spanish is ""ajlo"" they say,
But in French, I'm ""ail"", either way.

Some call me ""beli luk"", in Serbian land,
Where my taste is treasured and oh so grand.
I'm used in marinades, salads, and more,
Adding"
trust,[],"

I'm necessary for strong bonds of love
But without me, they'll easily fall apart
I'm built with honesty and loyalty above
And with time, I grow and deepen in heart

What am I, who I am so precious and rare?
Whose absence can cause pain and despair
I'm the foundation of any relationship that's just
I am the unbreakable, the unspoken, the valued...

Trust."
road,"['a road', 'car', 'cars', 'a car show', 'a form of personal transportation', 'a freeway', 'automobiles']","

I'm a path for cars at a car show,
I can take you places, to and fro,
With lanes for every vehicle to go,
But without me, they would have no flow.
What am I, in this world of roads,
An essential route, for cars to unload."
black hole,[],"

I am a cosmic mystery, so dark and immense,
My gravity pulls, no light can escape from hence
Some say I'm a portal, a gateway to space
Others think I'm a monster, devouring all in its place

My shape is a cone, so perfectly round
But what lies within is still yet to be found
I am a vacuum, a void in the sky
A collapsing star, that makes time go awry

I am like a thief, stealing matter away
Examining my secrets, scientists can only say
With me, the laws of physics don't apply
And entering my realm,"
air,"['a gas', 'atmosphere', 'an atmosphere']","

I am a gas with no color or smell
A vital part of every atmosphere dwell
I'm there in every breath you take
Without me, there would be no life to make"
island,"['a body of land', 'a land mass', 'a piece of land', 'a small body of land', 'an island', 'land', 'ostrvo', 'surrounded by water']","

I am a body of land, surrounded by blue.
A land mass, some might say, but small too.
A piece of land, separate from the rest.
A small body of land, the perfect place to rest.
What am I? "
glasses,"['a cabinet', 'correct vision', 'correcting vision', 'enhance visual clarity', 'expand the range of vision', 'eyeglasses', 'eye']","

In a cabinet you'll find me,
A tool to help you see clearly.
I sit upon your nose,
And enhance your visual pose.
With my magic, I correct vision,
Bringing clarity with precision.
What am I, you might ask?
A pair of glasses, a necessary task. "
trampoline,"['Trampoline', 'gymnastic apparatus', 'trampolin']","

I am a gymnastic apparatus,
A favorite among athletes,
You'll find me in a gym,
But outside I'm also fantastic.

I am bouncy and fun,
A trampolin for you to jump,
With every leap and flip,
You'll feel like you're on a lump.

I'm often found in yards,
A backyard trampoline,
Kids use me for play,
But even adults feel like a teen.

Some call me a trampoline,
Others say I'm a trampolin,
But no matter the name,
I'll always make you grin."
leg,"['a bucket of chicken', 'a table', 'appendage']","

""I am an appendage, longer than the rest,
Useful for carrying, but not as a pest.
In a bucket of chicken, I may be found,
Or supporting a table, making it sound.
What am I, can you guess?
A necessary leg, that we can't do without, I confess."""
tooth,"['a mouth', 'a tooth', 'chew food', 'grinding', 'atom', 'friction']","
In a mouth I reside,
Sharp and white, I do hide.
My purpose, you cannot refuse,
For without me, you can't chew and chew.
Though I may be small,
I am essential for grinding it all.
What am I? A vital part, forsooth.
Just a simple yet powerful tooth."
monopoly,"['Monopoly', 'a board game', 'a monopoly', 'market', 'monopoli']","
I am a game of strategy and luck,
A board full of properties, how much have you struck?
With hotels and houses, it's a race to the top,
But beware of the one who holds the monopoly, for they'll never stop.

One player may hold all the power,
In the business world, this is called a monopoly hour.
Control the market, control the trade,
But beware of greed, for it may lead to your crusade.

On the board, I am the king,
But in the market, who holds the real sting?
A game of buying, selling, and trade,
Only one can truly dominate"
hail,"['call', 'greeting']","

I'm a form of precipitation, but not quite rain
Used to say hello, and sometimes goodbye I'll exclaim
With icy crystals falling, I'll make quite the sight
But don't stay out too long, or you'll get quite a fright
What am I, you might ask? Just listen for my sound
For when I arrive, I'll make a grand entrance around
Some might even say, I'll give you a warm welcome
But don't forget, I can also bring quite the trouble
So next time you hear me, just pick up the phone
For I'm not just a greeting,"
melody,['musical perception'],"

I am heard but not seen,
My presence can make hearts serene.
Without me, music loses its flow,
For I am the essence that makes it glow.

Some say I reside in the notes,
Others believe I come from the throats.
But no matter where I am found,
My beauty in music makes hearts abound.

When you listen with your ears,
I am what your mind hears.
But perceive me with your soul,
And my essence will make you whole.

What am I, this magical key,
That unlocks the world of harmony?
A musical perception, a symphony sublime,
I am the essence of every melody and rhyme"
yarn,['narration'],"

I am spun from a story,
With words I am lined,
I am used for narration,
But cannot speak my mind.
What am I?"
jesus christ,[],"

I am a teacher, a healer, a symbol of hope,
My life was built on love and grace,
Some believe in me as a holy Pope,
Others see me as a spiritual face.

I walked among the people, spreading my word,
My teachings were simple, yet profound,
My lessons were shared, for all to be heard,
My love for humanity, never bound.

My birth was a miracle, foretold by the stars,
My death was a sacrifice, for all to see,
My resurrection gave believers new scars,
My existence still a mystery.

Some see me as the son of God,
Others see me as a"
bed,"['a bed', 'cot']","

I am something found in every home,
To sleep in me is often known
A place to rest your weary head
Some may call me just a ___?"
snowflake,"['crystal', 'component']","

I am a tiny, fragile thing
Made of ice and crystal zing
No two are alike, unique and rare
A component of winter, floating in the air"
nightmare,"['a nightmare', 'a scary dream']","

I haunt your sleep, a midnight fright
A tangle of terror, a vision of fright
Some try to escape, but I hold them tight
For I am the ruler of the realm of _________."
slot machine,[],"

I am powered by a coin, but not a computer,
With three reels spinning, I can make your luck better.
Pull my lever with care, try your hand at this game,
But be warned, your money may go down the drain.
A casino favorite, I'm driven by chance,
Winning or losing, it's all just a dance.
What am I, with flashing lights so bright,
A game of odds and risk, a gambler's delight.
Now, can you guess, what I am and how I'm run,
A thrilling contraption that's loved by some.
"
stapler,"['a desk', 'a desk drawer', 'a desktop', 'a stapler', 'an office building', 'attaching papers', 'double as a paperweight', 'machine', 'a machine', 'create electricity', 'crush ice', 'dispense popcorn', 'exercise muscles', 'filter']","

I'm found on a desk, so vital and key,
In a desk drawer or on a desktop, you'll see.
I secure papers with my touch so deft,
A useful tool, no doubt you have guessed.
What am I? Your desk's trusty stapler, no less."
originality,[]," 

A mark of distinction, yet it cannot be seen
Innovation and creativity, it's what makes us keen
From the depths of imagination, it comes to light
It cannot be faked, no matter how hard we might
What is this elusive concept, that sets us apart
It's the key to true genius, it's the beating heart."
Light,[],"

I am seen but cannot be held, 
Eternal but can flicker and fade, 
Guiding lost souls towards hope, 
A source of warmth in the darkest shade. 
What am I? "
black hole,[],"

I am a cosmic phenomenon, a void in the sky,
Where light and matter disappear, never knowing why.
My gravity is strong, nothing can escape,
Even time is distorted, trying to keep its shape.

I am a mysterious, dark and powerful force,
The aftermath of a star, ending its course.
Some call me a singularity, others a void,
A concept that some find hard to avoid.

I am a traveler through space and time,
A gateway to mysteries, a puzzle to climb.
I am often compared to an endless pit,
But my pull is so strong, not even light can outwit.

What am I"
elevator,"['a building', 'a hotel', 'at hotel', 'building', 'cargo', 'a ship']","

I am found in a building, tall and grand,
Transporting guests in a hotel, I stand,
At the lobby, I'm ready to ascend,
The elevator, your journey I'll extend."
yarn,['narration'],"

I spin tales with every turn,
My colorful strands, I discreetly burn,
Through the threads of time I weave,
A story, an account, a narrative to believe.
What am I, this fibrous charm?
A tool for storytelling, the answer's no harm."
crop duster,[],"

I am a bird, but I don't have wings
In the fields, is where I love to sing
My job is to spread something unseen
Yet necessary for a plant to fully glean

I fly low and make circles in the air
With a powerful force that can be quite rare
My purpose is to help, not to harm
I am a vital part of the farming charm

Some may call me a flyer of crops 
But my real name is more proper, not a stop 
I am a duster of the fields 
A key player in nature's yields 

What am I, with my aerial plans 
"
clouds,"['bring rain', 'cloud the sky', 'cover the sun', 'fluffy', 'often in the sky', 'rain on the earth', 'rain on you', 'rain raindrops', 'rain water', 'the air', 'the clouds', 'the sky', 'usually in the sky']","
I am ever-changing, never still
I can bring rain at my own will
My existence can cloud the sky
And cover the sun, no need to try
But fear not, for I'm not scary
As I'm just puffy and quite airy
What am I, can you tell me aloud?
A phenomenon above, simply called a cloud."
life,"['earth', 'finite']","

I am the essence of existence,
But I cannot be grasped with persistence.
I roam this world we call earth,
But my journey is finite from birth.
I am fragile, fleeting, and fleet,
Yet I leave a mark on all I meet.
What am I, elusive and brief?
The answer lies within the word life - a belief."
scarecrow,[],"

I stand tall amidst the fields of green,
But without a presence, I am unseen.
My arms are outstretched, like a farmer's crop,
But in my grasp, I hold no prop.

With a head of straw, and a hat of hay,
I ward off pests and keep them at bay.
I may not move, or make a sound,
But my purpose is clear, to guard this ground.

Some say I am scary, a creature of fright,
But really, I am just a defender of the night.
For without me, the crops would surely bow,
To the creatures of darkness, with twice the power"
peanut,"['child', 'edible nut', 'insignificant', 'inappreciable', '302172728-s', 'appreciable']","

I am a child's treasure, 
An edible nut that they savor, 
But to adults, I may seem 
Insignificant and inappreciable, it may seem. 
Though tiny and small, 
My impact can be seen by all. 
What am I? 
A little peanut, standing tall."
soap,"['bar', 'bubbles', 'a swimming pool', 'bubble']","

I am a solid bar, used in the shower,
Creating bubbles with my power.
I clean you up, from head to toe,
In a pool's water, I can also go.

What am I? A bar of soap.

I'm not a fish, but I swim all day,
In a pool or tub, I love to play.
My round shape brings delight,
As I float and glide, so light.

What am I? A bubble made of soap."
sand,"['a sandbox', 'beach', 'beaches', 'covered in sand']","

I am found at the beach, and in a sandbox too;
Covered in grains, I'll stick to your shoe.
I'm known for my crunch, and my layers are grand;
Some may call me a meal, others a stretch of land.
What am I, this tasty and gritty delight?
A sandwich of sand, a simple but pleasant sight."
whip,['blister'],"

I am an object that can cause pain,
When I strike, you'll feel the strain.
My tip is sharp and leather bound,
Leaving behind a fiery, red mound.
Though I may cut through the air,
I'm nothing compared to a dare.
What am I, with a sting so quick?
I am a tool that can blister, the mighty whip."
traffic,"['crime', 'the street']","

I am a daily sight on the street,
Sometimes causing drivers to stamp their feet.
I come in waves and can be quite thick,
Many wish they could make me disappear real quick.

Some say I am a form of crime,
Slowing down your commute, it's such a grime.
But without me, the street would be a mess,
So I continue on, causing much stress.

I am a necessary evil, I must confess,
Controlling the flow, I am quite the success.
Can you guess what I am, with all my friction?
I am none other than the notorious traffic infliction."
statue,"['a museum', 'a park', 'a three dimensional sculpture', 'art', 'church', 'figure', 'a figure']","

I am tall and grand, standing still and strong,
In a place of beauty where history belongs.
In the museum or park, I can often be found,
A three dimensional sculpture, admired all around.
Some say I am art, others see me as stone,
But my presence commands attention when shown. 
What am I, found in places diverse and vast?
A symbol of culture, a timeless statue to last.
"
question,"['answer', 'ask', 'asking', 'askin', 'askin’']","

I am the starting point,
Of curious thought,
With an answer in mind,
I must be sought.

Some find me through words,
Others through action,
But without me, the answer,
Would be a mere fraction.

I am a challenge,
A puzzle to solve,
But with the right question,
The answer will evolve.

From the tip of your tongue,
To the depths of your mind,
I am the question,
That you must find."
buger,[],"

What has no legs, but can still crawl,
It's not alive, but can still fall.
It might make you itch from head to toe,
But finding it can be quite a show.

With wings of black and red design,
It's often found in warm sunshine.
Some say it's lucky, others say gross,
But one thing's for sure, it's not a ghost.

What am I, you might just ask,
A small creature that's quite a task.
Some call me beetle, others call me fly,
But my real name is a bit more sly.

For I am a creature, some may call a"
cross,"['christian', 'Christian', 'a follower of Christ', 'believe in Jesus Christ', 'bring an offering', 'christlike', '300412430-s']","

I am a symbol of faith, a sign of devotion,
To many, I am a source of emotion.
For Christians, I represent their belief,
A follower of Christ is what they achieve.
As a word, I have multiple meanings,
But all are tied to the Christian teachings.
You can find me in churches, jewelry, and more,
A reminder to believe in Jesus Christ at the very core.
What am I?"
book,"['Paper', 'a book', 'a bookshelf', 'a classroom', 'a writer', 'knowledge', 'a good thing', 'a powerful thing', 'an encyclopedia', 'ignorance']","
I am made of paper but I am not fragile,
I contain words but I am not a poem or an epistle.
I am found in a book, often on a shelf,
But in a classroom is where I often display myself.

What am I?"
wind,"['air', 'air in motion', 'be blowing hard', 'blow to the East', 'blows', 'blow']","

I am invisible, but my presence you can feel,
I am the breath of the sky, an illusion so surreal,
I am the force that moves the leaves, and rustles through your hair,
I am the wind that travels East, without a single care.

I am not solid, nor can I be seen,
But when I blow, you know exactly where I've been,
I can be gentle, or I can howl and roar,
I am the wind, in motion forever more."
swim,['action'],"

I am an action that requires no legs
In water is where I make my begs
Without fins or flippers, I still thrive
In the ocean or pool, I come alive
What am I if not a graceful swim?"
breath,"['air', 'bodily process']","

I am invisible, yet you feel me,
Without me, your life would not be,
Essential for survival, yet often forgotten,
I am the sign of life, from birth to whatever comes after,
What am I, that can't be caught or seen,
But without me, you would not be human?"
awake,"['alert', 'argus-eyed']","

I am always on guard, with my eyes wide and bright.
I never miss a thing, even in the darkest of night. 
With a mind sharp and focused, I am never caught off guard. 
I am what you feel, when you are fully _________."
die,"['Die', 'ache']","

I am a word that may bring pain,
Yet I am also a game to gain.
Roll me in your hand and watch me fly,
But beware of my numbers, or you'll cry.
For when I land on a certain side,
Your hopes and dreams will surely hide.
Some use me for luck, others for chance,
But you'll feel my power with just one glance.
What am I, just a simple little word?
Yet I can cause an ache, quite absurd.
A six-sided cube, some call me fate,
But I am simply known as the die, just wait."
garlic,"['a ingredient', 'a popular ingredient', 'ajlo', 'beli luk', 'garlleg', 'usturoi', 'češnjak']","

I am a popular ingredient that adds a flavorful kick,
Used in dishes both savory and sweet, I'm quite the pick.
My name is derived from ""ajlo"" and ""beli luk"",
But as an ingredient, I pack quite the punch.
With a pungent smell and a taste quite strong,
I can enhance any dish, whether short or long.
In sauces, soups, and even on bread,
I am surely a flavor you won't want to shed.
What am I, in all my garlicky attire?
A must-have ingredient, my name is known as ""garlic"" by many a buyer"
winnie the pooh,[],"
Here's my riddle for ""Winnie the Pooh"":

I am a friend to all, small and big,
In the Hundred Acre Wood I dance and I jig.
With a pot of honey by my side,
I am the epitome of carefree pride.

Though clumsy and slow, I am also quite wise,
My friends rely on me to solve their cries.
But don't be fooled by my cuddly embrace,
For in my world, adventure is the race.

With Piglet and Tigger, we explore and play,
Oh what joy to spend each passing day.
I may be a bear, but my heart"
nightingale,"['Florence Nightingale', 'a bird', 'mali slavuj']","

I am known by many names, both woman and feathered friend
To care for the sick in war, Florence's task I did attend
With my soothing voice, like an angel's tale
Some call me Florence Nightingale, others, a nightingale
In Mali, I am known as Mali Slavuj, a bird so gentle and kind
But no matter the name, my duty is clear, to bring healing to the mind."
bird,"['a bird', 'a tree', 'animal', 'flying', 'flight']","

I am an animal with wings that soar,
In the sky, I am known to explore,
Perching on branches of a tree,
Hiding my nest within its leaves you see.

What am I, you may have thought you heard?
A beautiful creature, I am called a _____ ."
kiss,"['brush your teeth', 'express that you love them', 'find someone to kiss', 'greet']","

I am a gesture that shows your love
But first, your hygiene must be above
Before you greet and seal with a smooch
Make sure your teeth have had their brush
To find the right person to kiss
Ensure your love for them is not amiss"
trade mark,[],"

I am often placed in brackets,
But not just any old brackets,
I am a symbol, a sign,
For a company that is mine.

I signify ownership and rights,
Protected through many fights,
No one else can copy or claim,
My uniqueness is my trade mark name.

Some say I'm just a fancy logo,
But I am much more, you should know,
I represent quality and trust,
For the brand that I am a must."
bridge,"['a bridge', 'a river', 'cross a bay', 'cross a river', 'cross over a body of water', 'cross water', 'crossing']","

I stand tall and strong,
Spanning a river so long.
I help you cross a bay,
Connecting you to the other way.

From one bank to the other,
I'm the only way to hover.
But don't get too close to the edge,
Or you might take a tumble off the edge.

I am a structure of steel or stone,
In me, you'll never feel alone.
I bring cities and people together,
No matter what the weather.

What am I, you may ask?
Well, I am a bridge, a crucial task.
Crossing over a river or bay,
I help you reach your desired way"
concrete,[],"

I am solid and hard, yet easily shaped
Used to build structures that cannot be erased
Strong and durable, I'll last for years
But beware, for my touch can bring some tears"
music,"['art', 'Art', 'an art', 'creative', 'be creative']","

I am an art that cannot be seen,
But my presence is felt within the serene.
Beautiful, emotional, and true,
I bring creativity to all that I do.
I can stir emotions and ignite a spark,
Through me, the soul of Art leaves its mark.
What am I, the language of emotion’s core?
A craft, a masterpiece, Music, I am forevermore."
chair,"['a chair', 'a cubicle', 'a desk', 'four']","

I am often found in an office space,
But I'm not a wall or a storage case.
I have four legs and sometimes a back,
And without me, your desk would surely lack.
I may be found in a cubicle or two,
For I'm hard at work just like you.
What am I, you may ask,
Well, I'm simply a piece of furniture, a _____."
shoes,"['a box', 'a heel', 'clothing', 'place', 'protect feet', 'shoe', 'a closet', 'a foot', 'a shoe', 'covering']","

I am a staple of your wardrobe,
In a box, my home abode,
My heel keeps you standing tall,
For without me, you would surely fall.

I'm a type of clothing, it's true,
But I don't cover your body, I cover your shoe.
I may be found in different places,
But on your feet, I leave my traces. 

What am I within this clue?
A vital part of your outfit, too.
From a box to your heel,
I am a necessity that you feel. 

Can you guess what I am, my dear?
For without me, your feet would fear,
"
light,"['a desk', 'electromagnetic radiation', 'energy']","

I am found on a desk, but I'm not a pen or paper
I am a form of energy, and constantly in motion without a taper
My waves can be seen as a rainbow in the sky
But at a certain frequency, I'm invisible to the eye
I am the messenger of electromagnetic radiation
And without me, objects would stay in a state of stagnation"
Top hat,[],"

I am worn on the head, made of fabric and brim,
Decorative and stylish, an accessory so trim.
With a tall, cylindrical crown, I'm quite unique,
And to keep it in place, a chin strap I seek.
Used in magic shows and formal affairs,
I'm a symbol of sophistication, with exotic flair.
What am I, you may ask, with a touch of mystery?
A fashionable accessory, it's a top hat, can't you see?"
mushroom,"['a fungus', 'agaric']","

I am often found in fields and forests,
A type of fungus that many detest,
I come in different shapes and sizes,
And some say my flavor truly mesmerizes.

Some call me by my scientific name,
Agaricus, I am quite tame,
But be careful, for some of my kind,
Can be toxic and make you decline.

Some like me sauteed or in a stew,
But others prefer me dried and chewed,
Whatever your preference may be,
One thing's for sure, I am a delicacy.

What am I, this tasty treat,
A fungus that you just can't beat,
Some call"
steps,"['path', 'stairs']","

I am a path you must tread,
But with me, you'll never dread.
My surface smooth, my length stretches,
But every journey starts with these steps."
sky,"['...fly a kite', 'above']","

I am vast and ever-changing,
High above, I am arranging.
With billowy clouds and sunlit rays,
I am where one goes to fly a kite and play.

My hue varies from day to night,
But always a breathtaking sight.
With wings, you can soar and soar,
For I'm the sky, above and more."
stoplight,"['TrafficLight', 'brake system', 'ibo', 'InformationBearingObject', 'african']","

""I control traffic flow, with colors I glow
A brake system's best friend, I help cars to slow
But don't be fooled, I'm more than what meets the eye
I'm also an ibo, my message is no lie
What am I, at every intersection in sight?
A vital information bearing object, the stoplight."""
mirror,"['a bedroom', 'a car', 'a surface', 'looking at yourself', 'ogledalo', 'see yourself']","

I can reflect your image with ease,
In a bedroom, I'm a must-have piece;
Or in a car, I'm mounted on the wall
To see behind, big or small.
But on any surface, I can be found,
To help you see what's all around.
You can't hide when you have me near,
For I'll show you yourself, crystal clear.
What am I? A mirror, my dear."
paper,"['book', 'burn', 'a burn', 'burn off', 'fire', 'heat']","

I come in sheets, I'm often bound,
Between my pages, knowledge is found.
But if you hold me too close to the fire,
My fate will be dire.

Some say a book is my brother,
But what I fear, it can weather.
A match, a flame, it's my defeat,
A burn on me, ain't so neat.

To keep me safe, you must be stern,
For once I'm gone, there's no return.
Watch me carefully, don't let me stray,
For I can easily burn off in a single day.

What am I, so delicate and thin?
I hold the"
pencil,"['a backpack', 'a classroom', 'a desk drawer', 'a desktop', 'a drawer', 'a pencil-case', 'a pocket', 'doing math', 'last for awhile', 'made from graphite', 'mark a paper', 'shade a sketch']","

I am found in a backpack,
Used in a classroom with ease,
Stored away in a desk drawer,
Or laying still on a desktop, you'll see.
What am I?"
calendar,"['a desktop', 'an office supply store', 'arrangement']","

I am seen on most desktops,
And purchased from office supply stores,
My purpose is an important one,
For I help with the daily chores.

I am filled with days and months,
And remind you of special dates,
Without me, it's easy to forget,
And your plans will take longer to create.

My purpose is all about arrangement,
As I help you stay organized,
From meetings to birthdays and holidays,
I am the one you can't compromise.

What am I?"
pig,"['animal', 'bacon', 'Roger Bacon', 'a refridgerator']","

I am an animal with a round belly,
Some say I'm cute, some say I'm smelly.
I provide bacon, a breakfast delight,
But my name is also linked to a famous knight.
You can find me in a refridgerator cold,
But don't cook me, that would be quite bold.
What am I? A creature you'll dig
Just think of bacon and the answer is pig. "
secret admirer,[],"

""What is invisible yet always present,
A mystery that can never be sent.
A feeling of love, kept undercover,
From a secretive admirer, like a hidden lover.""
"
newspaper,"['a newspaper', 'ink and paper', 'the newspaper']","

I am ink and paper bound,
Every morning I can be found,
Bringing news from all around,
What am I, so tightly wound?

I'm read from front to back,
Reporting facts and the latest track,
I'm often black and white, never lacking,
Can you guess what I am, without asking?"
chick,"['animal', 'baby', 'a very young child', 'child', 'a school', 'anger his mother', 'become an adult']","

I am an animal, but not too wild
I may be small, but I'm still a child
With fluffy feathers, so soft and slick
I am a little ______, a tiny chick."
cross,"['christian', 'Christian', 'a follower of Christ', 'believe in Jesus Christ', 'bring an offering', 'christlike', '300412430-s']","

I am a symbol of faith
For those who live by grace
A follower of Christ
Without me, they'd be in crisis

I represent sacrifice
And redemption through a price
To those who believe in Jesus
I am a reminder of his mercies

With me, they make a sign
And pray to the divine
For I am a symbol of their belief
And the love of their chosen chief

What am I, you may ask
A simple shape, an easy task
But for a Christian, I am more
I am the cross, their faith's core. "
turkey,"['Turkey', 'a country', 'a food', 'poultry', 'the oven']","

I am a country of vast history,
But also a bird of culinary mystery.
My name is shared with both land and dish,
And often served on a Thanksgiving wish."
gold,"['a precious metal', 'a soft metal', 'fort knox', 'metal', 'precious', 'dragocen']"," 

I am a precious metal, highly prized and rare
Yet I'm soft and malleable, easy to wear
Fort Knox guards me with all its might
For I am a valuable, shining light
What am I, you may recall?
A shimmering, coveted metal called gold.
"
hospital,"['a city', 'a hospital', 'emergencies']","

I'm the heart of a city, always bustling with noise,
A place for emergencies, where lives are saved with poise.
Doctors, nurses, and machines, all work in harmony,
To heal the sick and soothe the injured, it's their true destiny.
In a time of crisis, I'm the beacon of hope,
A place where lives are renewed and health can elope.
What am I? A busy hub and a safe haven all the same,
A hospital, worthy of admiration and acclaim."
vacuum,"['a closet', 'clean the carpet', 'space']","

I am often found inside a closet,
My purpose is to clean without being upset,
I suck up dirt and dust with ease,
Transforming carpets from grimy to clean.

Though small in size, my power's vast,
Clearing up space with every pass,
And when I'm done, you'll surely see,
A floor that's fresh and debris-free.

What am I, you may ask,
A household tool that's up to the task,
In a word, I am known as,
A handy dandy vacuum."
bread,"['a market', 'a store', 'baked']","

I am found in a market,
In a store I may rest,
Freshly baked for your pleasure,
But I am not just a pest.

Some may call me a carb,
Others say I am plain,
But one thing is for sure,
You'll find me wrapped in cellophane. 

What am I?"
tree,"['a forest', 'a tree', 'branches', 'branch']","

In a vast green sea it stands,
Towering above with its strong bands.
A part of the forest, it's true,
But only one, not quite a few. 
With sturdy trunk and roots so deep,
Its branches spread and never sleep.
A home to creatures big and small,
But to this tree, it's nothing at all.
What am I, in this forest grand?
A pillar of life, a tree I stand."
swan,['a bird'],"
In the lake, it gracefully glides
Its snowy plumage shining with pride
With long neck and wings wide span
This elegant creature is a ____?"
doorbell,[],"

I am small but mighty, making a sound that's hard to ignore
With a simple push or twist, I am opened or closed once more
Bringing visitors to your abode, announcing their arrival
A musical note, a ding or dong, your ears can't help but smile
What am I, that grants access to your home so well?
A guardian of entry, a herald of news, a humble doorbell."
comb,"['a pocket', 'crest']","

""I'm carried in a pocket, yet never hold money,
My teeth are fine, but I'm not made of honey.
With each smooth stroke, I'm ready to tame,
A king's mighty crown, or a bird's feathered mane. 
What am I, you may wonder and roam,
Just search through your hair, and you'll find my comb."""
snake,"['Hydra', 'Snake', 'The Amazon', 'a cage', 'a ditch', 'a feild', 'a field', 'a garden', 'a hole in the ground', 'a tropical forest', 'creeks', 'Creeks', 'creek', 'pet shops']","
I am a creature both feared and revered,
With many heads, I cannot be sheared.
Deep in the jungle, in The Amazon,
I slither and hiss, it is where I belong.

Some say I am like the mythic Hydra,
But unlike it, I am no monster.
My body is long and sleek like a rope,
With scales that glisten without any hope.

My home is often a cramped and small space,
A cage that cannot contain my grace.
Though confined, my spirit cannot break,
For I am the mighty and cunning snake.

What am I, feared and misunderstood?
A creature of beauty,"
fear,"['afraid', 'acrophobic', '300078919-s', 'acrofóbico', 'acrophobia', 'acrófobo']","

""I am the reason you may be afraid,
For some, I am a phobia that never fades.
My number is one that may bring chills,
But for those acrophobic, it can cause real thrills."""
