Word,PQConcepts,GoldRiddle,mFLAG,GenRiddle
age,"['birthday', 'birthdays', 'bake a cake']","I go up and never come down no matter how hard you wish. As I get higher, more wrinkles crawl onto the face. What am I?"," I start with your birth, but grow with the years, Every 365 days, I'm celebrated with cheers, A special day to bake a cake, A reminder of the time you've partaken, What am I, that makes you feel alive, A number that you never want to strive? _________","

I start with your birth, but grow with the years,
Every 365 days, I'm celebrated with cheers,
A special day to bake a cake,
A reminder of the time you've partaken,
What am I, that makes you feel alive,
A number that you never want to strive? "
lettuce,"['a salad', 'a vegetable', 'salad', 'the refrigerator']","It's the only vegetable or fruit that is never sold frozen, canned, processed, cooked, or in any other form but fresh.  What is it?"," I am green and leafy, a staple of a salad dish. A vegetable I am, known for my crunchy crunch. In a bowl I may be, in a fridge I can be found.  What am I, oh so cool and crisp?","

I am green and leafy, a staple of a salad dish.
A vegetable I am, known for my crunchy crunch.
In a bowl I may be, in a fridge I can be found.
In a tossed salad or a Caesar, I add a refreshing sound. 
What am I, oh so cool and crisp?
In the kitchen, my place is hard to miss.
A lettuce, of course, a must-have for any salad mix."
rainbow,['bow'],I am the only bowyoucannot tie.  What am I?," I have colors seven, but no luck or gold My name contains a bow, yet I cannot hold I span across the sky, without any string What am I, in nature's beautiful spring?","

I have colors seven, but no luck or gold
My name contains a bow, yet I cannot hold
I span across the sky, without any string
What am I, in nature's beautiful spring?"
internet,"['Internet', 'a collection of connected computers', 'a network of communicating computers', 'bevüresod', 'communicate', 'research']","It lives with electricity, reveals info, and travels around the world faster than the speed of sound.  What is it?","    I am a vast network of computers, connected in every way, A digital world where information holds sway. I link people together, no matter how far, With just a few clicks, a technological embrace."," 



I am a vast network of computers, connected in every way,
A digital world where information holds sway.
From emails to memes, I hold it all,
But to access me, you must first make a call.

My name is a puzzle, it's full of clues,
But once you solve it, you'll have no more blues.
You'll be connected to so much more,
Explore bevüresod, and you'll be in awe for sure.

I am the internet, a virtual space,
A collection of computers, a technological embrace.
I link people together, no matter how far,
With just a few clicks,"
kiss,"['brush your teeth', 'express that you love them', 'find someone to kiss', 'greet']","I am just two and two. I am hot. I am cold. I am the parent of numbers that cannot be told. I am a gift beyond measure, a matter of course. I am given with pleasure when taken by force.  What am I?"," I am a simple touch, yet hold great bliss When you brush your teeth, I'm hard to miss A symbol of love, for all to see Expressed with me, when words just can't be You'll find me in greetings, and passionate embrace But first, you must find someone to grace.","

I am a simple touch, yet hold great bliss
When you brush your teeth, I'm hard to miss
A symbol of love, for all to see
Expressed with me, when words just can't be
You'll find me in greetings, and passionate embrace
But first, you must find someone to grace."
anchor,['hook'],When youre coming to a stop. This is what you will. Drop on to the sea bed. To make your ship stay still. What am I?," I am strong and sturdy, yet my grip is light and airy.  What am I, you may wonder, For I hold the ship with great might. But just a simple hint, I am known as an anchor, not a captain or knight.","

I am strong and sturdy,
Yet my grip is light and airy.
I'm often found in boats,
But never seen on ferries.

A hook is my companion,
Together we never falter.
I keep ships in their place,
While my partner reels them in with a halter.

I am an essential part,
Of any sailor's endeavor.
Without me, they'd surely float away,
Lost forever and ever.

What am I, you may wonder,
For I hold the ship with great might.
But just a simple hint,
I am known as an anchor, not a captain or knight."
remedy,['medicine'],"Complete, I destroy your problems; in half, I am part of your sleep. What am I?"," I am a solution for those feeling ill A potion to cure what ails you, still A medicine that heals with time Without me, discomfort would climb What am I, this miraculous delight? the answer, my friend, is easy to see For I am the trusted remedy!","

I am a solution for those feeling ill
A potion to cure what ails you, still
A medicine that heals with time
Without me, discomfort would climb
What am I, this miraculous delight?
The answer, my friend, is easy to see
For I am the trusted remedy!"
mind,"['Mind', 'brain', 'thinking']",People say that they lost me but then again I can not be found   What am I?," I am a powerful force, yet invisible to the eye The source of all thoughts, I never cease to supply Without me, the brain would simply just be, a machine A complex network, but lacking any sheen  Some may say I am merely just a state of being but I am far more than just cognitive processing I am the center of intellect, the essence of all creativity  Many have tried to unravel my mystery but my power remains an enigma throughout history I am like a conductor of the brain, orchestrating every thought I like.","

I am a powerful force, yet invisible to the eye
The source of all thoughts, I never cease to supply
Without me, the brain would simply just be, a machine
A complex network, but lacking any sheen

Some may say I am merely just a state of being
But I am far more than just cognitive processing
I am the center of intellect, the essence of all creativity
I am the very concept of mind, in all its complexity

Many have tried to unravel my mystery
But my power remains an enigma throughout history
I am the conductor of the brain, orchestrating every thought
I"
ship,"['a port', 'a ship', 'the ocean', 'travel over water']","Weight in my belly,   Trees on my back,   Nails in my ribs,   Feet I do lack.    What am I?","  I am a vessel of the sea, At the port, I can be seen, Traveling over water, With grace and ease, I gleam."," 

I am a vessel of the sea,
At the port, I can be seen,
Traveling over water,
With grace and ease, I gleam.
My journey may be long,
But I stay steadfast and true,
For the ocean is my home,
And I am a ship through and through. "
daisy,[],I am the youngest level of Girl Scouts. I'm a flower and a females name. I'm a railcar in Thomas And Friends. And a Princess in a Mario game. What am I?," am a flower, so delicate and fair With petals of white and yellow, beyond compare My name is a girl's, but also a code With each letter representing a different mode  D for delicate, I am easily crushed A for aroma, my fragrance is hushed I for innocence, pure from the start S for simplicity, I have a humble heart  Y is for youth, I bloom in the spring My presence brings joy, like a beautiful ring Now put it all together, and what do you see? A sweet little flower, the lovely daisy.","
I am a flower, so delicate and fair
With petals of white and yellow, beyond compare
My name is a girl's, but also a code
With each letter representing a different mode

D for delicate, I am easily crushed
A for aroma, my fragrance is hushed
I for innocence, pure from the start
S for simplicity, I have a humble heart

Y is for youth, I bloom in the spring
My presence brings joy, like a beautiful ring
Now put it all together, and what do you see?
A sweet little flower, the lovely daisy."
fingerprints,"['a requirment for state licensing', 'fingerprint', 'the fridge', 'unique identification', 'unique to each individual--including identical twins', 'uniquely identify an individual', 'your finger', 'finger', 'fingermark']",Everyone has me except for a few. You may not be able to identify me but I can always identify you. What am I?," I am a must-have for state licensing, An imprint of your fingertips, not too surprising, You'll find me on the fridge, if you look closely, I provide the key to your unique identification, undoubtedly.  What am I?","

I am a must-have for state licensing,
An imprint of your fingertips, not too surprising,
You'll find me on the fridge, if you look closely,
I provide the key to your unique identification, undoubtedly. 
What am I?"
bat,"['a belfry', 'animal', 'baseball', 'baseball stick', 'bird', 'cave']",I see without seeing. Noise is an ally. What am I?," I am a flying creature, resting in a belfry, my ears perk up at the faintest sound, so like a bird. I'm not a bird, but I have wings, and can navigate in dark places with my echoes it brings.  But beware, don't confuse me with that wooden tool, used to hit a baseball and make it look like a bat.","

I am a flying creature, resting in a belfry,
My ears perk up at the faintest sound, so eerie.
I'm not a bird, but I have wings,
And can navigate in dark places with my echoes it brings.

Some may think I'm blind, but they're wrong,
For I can see my prey from miles long.
I'm not a fan of bugs, but I do love a good feast,
Swooping down and catching them, that's my favorite treat.

But beware, don't confuse me with that wooden tool,
Used to hit a baseball and make it look fool.
I may have"
tablet,"['cake', 'slab', 'block']","A riddle in which the answer is a 6 letter word.A monument - men all agree - am I in all sincerity. Half cat, half hindrance made. If head and tail removed should be, then most of all you strengthen me; replace my head, then stand you see on which my tail is laid. What is it?"," am a sweet treat, yet not meant for eating A solid foundation, a sturdy base for seating A flat, slim shape, like a slab of stone But full of knowledge, not just skin and bone Some call me a block, others a tablet But whatever the name, my purpose is to let You explore and learn, with just a touch So tell me, what am I, can you fill in the blank as such?","
I am a sweet treat, yet not meant for eating
A solid foundation, a sturdy base for seating
A flat, slim shape, like a slab of stone
But full of knowledge, not just skin and bone
Some call me a block, others a tablet
But whatever the name, my purpose is to let
You explore and learn, with just a touch
So tell me, what am I, can you fill in the blank as such?"
smoke,"['air', 'a gas', 'atmosphere', 'an atmosphere']",What is it that makes tears without sorrow and takes its journey to heaven? what am i ??," Invisible and elusive, I swirl and twirl, A gas that dances in the great world, I rise and fall in the atmosphere, A touch of me can make things disappear.","

Invisible and elusive, I swirl and twirl,
A gas that dances in the great world,
I rise and fall in the atmosphere,
A touch of me can make things disappear."
eye,"['a head', 'an eye', 'ball', 'a ball', 'a toy', 'a toybox', 'bounce']","Round as a marble, blue as the sea, unless I am brown or grey maybe! Smile and I shine my window pane, Frown at me and down comes my rain.  I see all things, but nothing I hear, sing me to sleep and I disappear.  What am I?"," I live on a head, but I am not hair, I see without a lens, but my gaze can still ensnare.  What am I, you might ask, Well take a guess and try, I am the window to the soul, With a pupil shaped like a ball.","

I live on a head,
But I am not hair,
I see without a lens,
But my gaze can still ensnare.

I am not a cobra,
But I am quite sly,
My name is like a round object,
But I'm not a pie.

What am I, you might ask,
Well take a guess and try,
I am the window to the soul,
With a pupil shaped like a ball shaped eye."
eightball,"['eight ball', 'used in billiards']",Shoot at me a thousand times and I may still survive; one scratch from me and you will find your prospects take a dive.  What am I?," I am round and black like the night sky, but don't mistake me for a shooting star.  I am the infamous ""eight ball,"" a player's delight, in the game of billiards, I am always in sight.","

I am round and black like the night sky,
But don't mistake me for a shooting star flying by.
In a game of billiards, I'm known for my roll,
But sometimes I end up in a pocket, which takes its toll.
Some say I hold magical powers, like a crystal ball,
But really I just bounce off walls and respond to a cue ball's call.
What am I, this object of desire,
With stripes and solids, it's like I never tire. 
I am the infamous ""eight ball,"" a player's delight,
In the game of billiards, I am always in sight."
coal,"['black', 'carbon', 'an element']","Black I am and much admired, Men seek me until they're tired. When they find me, they break my head, And take from me my resting bed.  What am I?"," I am dark as night,  But not out of fright. An element you'll find me, In the depths of Earth, I'll be. Formed from carbon's fiery dance, A valuable resource, by chance. What am I?","

I am dark as night, 
But not out of fright.
An element you'll find me,
In the depths of Earth, I'll be.
Formed from carbon's fiery dance,
A valuable resource, by chance.
Though some may see me as a poll,
I am essential, the precious coal.
What am I?"
glass,"['a glass', 'break easily', 'broken']","Though liquid in nature, don't push me too far; for then I will break, and the damage may scar.     What am I?"," I am fragile and clear, Holding liquid without fear. One wrong move is all it takes, For me to shatter and create A dangerous mess on the floor, Pick up the pieces, I am like a broken doll.","

I am fragile and clear,
Holding liquid without fear.
One wrong move is all it takes,
For me to shatter and create
A dangerous mess on the floor,
Pick up the pieces, I am no more.
What am I?"
sun,"['a sun', 'brown skin', 'dry your laundry', 'heat the earth', 'light', 'a desk', 'electromagnetic radiation', 'energy']","I go around and in the house, but never touches the house. What am I?"," I am a fiery orb that hangs up high, my rays reach down and touch the sky. With my golden light, I heat the earth, and give brown skin a sun-kissed glow.  But that's not all, I also have power, to dry your laundry in just an hour.","

I am a fiery orb that hangs up high,
My rays reach down and touch the sky.
With my golden light, I heat the earth,
And give brown skin a sun-kissed birth.

But that's not all, I also have power,
To dry your laundry in just an hour.
So tell me, what am I, so warm and bright?
Without me, it would be a dark and chilly night."
pig,"['animal', 'bacon', 'Roger Bacon', 'a refridgerator']",My first is twice in apple but not once in tart. My second is in liver but not in heart. My third is in giant and also in ghost. Whole I'm best when I am roast.  What am I?," I am an animal that loves to roam But in the fridge, I also find a home My name is a nod to a great scholar And when cooked, I make a delicious holler Hint: I am pink, round, and have a snout Can you figure me out? No doubt!","

I am an animal that loves to roam
But in the fridge, I also find a home
My name is a nod to a great scholar
And when cooked, I make a delicious holler
Hint: I am pink, round, and have a snout
Can you figure me out? No doubt!"
leaf,"['a forrest', 'a tree', 'fall from a tree', 'foliage', 'Foliage ']","I am in the sky but also in the ground. When you study me, no matter how long, I will always end with an f. I may be in your yard but not in your house. What am I?"," I am an ever-changing part of the forest From a tree I grow, and then I plummet My colors bright, my shape unique Without me, the tree would look bleak What am I, from a tree's weave? A part ofthe foliage, a fallen leaf. ́","

I am an ever-changing part of the forest
From a tree I grow, and then I plummet
My colors bright, my shape unique
Without me, the tree would look bleak
What am I, from a tree's weave?
A part of the foliage, a fallen leaf. "
tablet,"['cake', 'slab', 'block']","A riddle in which the answer is a 6 letter word. A monument - men all agree - am I in all sincerity. Half cat, half hindrance made. If head and tail removedshould be, then most of all you strengthen me; replace my head, then stand you see on which my tail is laid. What is it?"," I am a delicious treat, A dessert that can't be beat. But don't take a bite, For I am not quite right.  I may look like a cake, but you'll find no sugar or wheat.","

I am a delicious treat,
A dessert that can't be beat.
But don't take a bite,
For I am not quite right.

A slab of sweetness,
But not meant for eating.
A block of perfection,
That's meant for computing.

I may look like a cake,
But you'll find no sugar or wheat.
I am a tablet,
With technology that's neat."
chair,"['a chair', 'a cubicle', 'a desk', 'four']","I have four legs and one back, yet I can't walkWhat am I?"," I am found in every office space, A seat to hold you in place. ́. In a cubicle or beside a desk, You'll find me, that's no risk. I have one, two, three, and four legs, but don't let that make you ask.","

I am found in every office space,
A seat to hold you in place.
In a cubicle or beside a desk,
You'll find me, that's no risk.
I have one, two, three, and four legs,
But don't let that make you beg.
What am I, you might inquire?
It's simple, I am just a chair. "
bullet,"['a projectile', 'ammo', 'ammo up', 'ammo-', 'ammunition', 'sand']","I hide in a dark tunnel awaiting my time. I can only be released by pulling back. Once released, I may do unstoppable damage. What am I?"," I'm a small but mighty projectile, With lethal force I can't deny. I'm essential for warfare and defense, but can also be used for sport and games.  I come in various shapes and sizes, but always pack a deadly punch.","

I'm a small but mighty projectile,
With lethal force I can't deny.
I'm essential for warfare and defense,
But can also be used for sport and games.

I come in various shapes and sizes,
But always pack a deadly surprise.
My name starts with ""B"" and ends in ""-let,""
I'm the ammunition the gunners seek and get.

Some call me ""ammo"" or ""ammo-up,""
Whichever you choose, I'll always show up.
So next time you hear a loud bang,
Remember, I'm the bullet that made it rain."
triangle,"['3 sides', 'a drafting class', 'a figure', 'a geometric figure with three sides', 'a math book', 'a shape', 'a small percussion instrument', 'geometry', 'a subject']",It's equally comfortable in an orchestra and a geometry textbook. What is it?," I am a geometric figure with three sides, Tackled in drafting class with pride. My angles are sharp and my lines precise, A figure that's certainly like a human.","

I am a geometric figure with three sides,
Tackled in drafting class with pride.
My angles are sharp and my lines precise,
A figure that's certainly nice.
What am I?"
moon,"['Moon', 'a sphere', 'earth', 'orbit around the earth', 'satellite', 'orbit']",I am up when you are not.  I am cold when you are hot.  What am I?," I am a nightly sphere that orbits around the earth, Shimmering in the sky, telling my worth. With craters and shadows, I dazzle at night, Mysterious and bright, a wondrous sight. What am I?","

I am a nightly sphere that orbits around the earth,
Shimmering in the sky, showing my worth.
With craters and shadows, I dazzle at night,
Mysterious and bright, a wondrous sight.
What am I? I am not a star nor a balloon,
I am none other than the ever-changing Moon."
ivy,"['a vine', 'bršljan']",My first two letters say my name. My last letter asks a question. What I embrace I destroy. What am I?," I am a vine, so green and lithe I cling to walls with all my might I am called by a name so sly In English, ""ivy"", in Slovene, ""bršljan"", am I  What am I?","

I am a vine, so green and lithe
I cling to walls with all my might
I am called by a name so sly
In English, ""ivy"", in Slovene, ""bršljan"", am I

What am I?"
window,"['a building', 'a window', 'any house', 'door', 'a door', 'entrance', 'entering']","When you need a view, look at me, Though I am not what you see. Go ahead and take a stare, I protect you from the elements, yet block you from fresh air. I can be opened, or remain closed. Though when I'm open, you're exposed. What am I?"," I am not a door, but I lead to the same place, In a building, I have a special space. I let in light, and sometimes air, but keep out elements, so have no fear.  What am I, you may ask, a window, like a window.","

I am a portal to the outside world,
In any house, I am always unfurled.
I let in light, and sometimes air,
But keep out elements, so have no fear.

I am made of glass, and sometimes wood,
But I am found in any house, in any neighborhood.
I am not a door, but I lead to the same place,
In a building, I have a special space.

What am I, you may ask,
A window, completing a specific task."
drone,[],I have mobility which is three-dimensional.I am both innovative and unconventional. Diverse are my possibilities for deployment.One of these may be simply for your own enjoyment. I am a servant and you can become my master.But using me in the wrong place could spell disaster. A person or a computer controls my motion.I provide a vantage point over land or ocean. I am a tool for a practical application.Or I am simply a toy for your recreation. What am I?," I am often heard, but never speak I have no wings, yet I fly so sleek I have a task, but no desire I may ignite your fears, or inspire  My skills are many, my purpose clear But without a driver, I disappear Some see me as a nuisance, an annoyance But others rely on me, with great reliance  Programmed and precise, I am quite a sight I am a marvel of technology A modern marvel of productivity  Some call me a spy, others a helper but in the end, I is just a humble","

I am often heard, but never speak
I have no wings, yet I fly so sleek
I have a task, but no desire
I may ignite your fears, or inspire

My skills are many, my purpose clear
But without a driver, I disappear
Some see me as a nuisance, an annoyance
But others rely on me, with great reliance

Programmed and precise, I take flight
With buzzing wings, I am quite a sight
I am a marvel of technology
A modern marvel of productivity

Some call me a spy, others a helper
But in the end, I am just a humble"
iron ore,[],"Ripped from my mother's womb. Beaten and burned, I become a bloodthirsty killer. What am I?"," I am a mineral that's dark and hard, A key ingredient, a precious card. Mined from the earth, refined with fire, my use and value, never retire.  Strong and durable, I am widely sought, For construction, weaponry, and a lot.  What am I, that makes the world better, A necessary component, a metal treasure.","

I am a mineral that's dark and hard,
A key ingredient, a precious card.
Mined from the earth, refined with fire,
My use and value, never retire.

Before I can be shaped and molded,
I must undergo a process foretold.
Heated and smelted, I transform,
Into a material that can weather any storm.

Strong and durable, I am widely sought,
For construction, weaponry, and a lot.
But without the element I hold within,
My strength and purpose would quickly thin.

What am I, that makes the world better,
A necessary component, a metal treasure.
Found in abundance"
fear,"['afraid', 'acrophobic', '300078919-s', 'acrofóbico', 'acrophobia', 'acrófobo']",I make you sweat  I make you make noise  I make you move  I cause wars  I make you scared   but you cannot scare me  what am I?," I am the emotion that leaves you trembling, An acrophobic's nightmare, so disassembling, With heights so tall, I make you feel small, and in 300078919-s ways, I can make you like a tree.","

I am the emotion that leaves you trembling,
An acrophobic's nightmare, so disassembling,
With heights so tall, I make you feel small,
And in 300078919-s ways, I can make you fall.

Soy la emoción que te hace temblar,
La pesadilla de un acrofóbico, me pueden mirar,
Con alturas tan altas, te hago sentir pequeño,
Y en 300078919-s formas, puedo hacerte caer."
clock,"['a clock', 'a desk', 'a house', 'continue to tick', 'device', 'a device']","12 little figures  in a circle,round  No legs but 2 hands  And a special sounf  WWHAT AM I?"," What sits on a desk and tells the time, In a house, it chimes with a familiar chime. It never stops, always on the go, A constant companion, it continues to glow. What is it that ticks without fail, A time-keeping device, a trusty tale.","

What sits on a desk and tells the time,
In a house, it chimes with a familiar chime.
It never stops, always on the go,
A constant companion, it continues to glow.
What is it that ticks without fail,
A time-keeping device, a trusty tale."
shadows,"['Q212168', 'The Shadows', 'caused by the obstruction of light', 'dark', 'longest at sunrise and sunset', 'rare on cloudy days', 'shadow', 'silent', 'the forest', 'the ground']","Everywhere it lurks, unsettling men and unnerving children. In a house it visits, in a cave it dwells. One light can put it to flight and make it retreat. Yet you can never escape it, for it is always there. What is it?","  In the absence of light, I take over, without a fight, bringing forth a mysterious grace.  Known as the Shadows, I follow wherever light goes, Forming shapes tall and small, but always looming over all.  What am I, you might ask, A concept that's quite vast, For I am the embodiment of fear.","

I am a lack of light,
But often seen in sight,
Caused by an obstruction,
That creates a perfect reconstruction.

Known as the Shadows,
I follow wherever light goes,
Forming shapes tall and small,
But always looming over all.

In the absence of light,
I take over, without a fight,
Embracing the world in my dark embrace,
Bringing forth a mysterious grace.

What am I, you might ask,
A concept that's quite vast,
My presence is both eerie and dear,
For I am the embodiment of fear.

I am the absence of light,
But with a secret delight,
For I am"
jelly,"['a jar', 'conserve']","i am soft yet hard, i am fruity yet sweet, i am liquid yet solid, i am colourful yet clear. . . . . what am i??"," I come in a jar, and can spread oh so far. I'm made from fruit, and you'll never be bored. But no matter the name, I'll still make you go, ""Yum!""","

I come in a jar, and can spread oh so far.
I'm made from fruit, and you'll never be bored.
I'm often called a preserve, but some call me jam.
But no matter the name, I'll still make you go, ""Yum!"""
boots,"['a closet', 'a sporting goods store', 'black', 'boot']",I run in feilds and streets and at night i'm under the bed ready to be feed the next day.  What am I?,"  What am I, you might ask?  I am the perfect combination,  A trusty footwear task.  I come in many shades,  But I'm often seen in black like a boot.  With laces or zippers,  I is always sure to be found.","

I am found inside a closet, 
But also in a sporting goods store. 
I come in many shades, 
But I'm often seen in black galore. 
I keep your feet warm, 
And protect them from the ground. 
With laces or zippers, 
I am always sure to be found. 
What am I, you might ask? 
I am the perfect combination, 
A trusty footwear task. 
I am a staple in fashion, 
And a must for any commute. 
I am versatile and stylish, 
I am definitely not a suit. 
In a game of wordplay"
snape,"['biseauter', 'bois', 'boi', 'england', 'hambleton', 'incliné', 'localités', 'navigation', 'north yorkshire', 'paroisse civile', 'shipbuilding', 'sneap']","Masks I wear many,But not many see behind them.Always rejected. Except by those dark as the one I despise.I hate and I fear One of whom I will not speak. Yet I throw myself continually at his feet.I am continual.When all other hope is gone, I remain.Those I defend I do not love,And those I fight I cannot hate.The one who hates me most. Is the one I will die to protect.WHO AM I?"," I am a sharp tool, with edges biseauter, cutting through wood without a single doubter. From the land of England, I proudly claim, but my name, ohmy name, remains quite plain.","

I am a sharp tool, with edges biseauter,
Cutting through wood without a single doubter.
From the land of England, I proudly claim,
But my name, oh my name, remains quite plain.
Some may call me snape, but don't you see,
I am simply a boi, from the forest, set free."
tongue,"['clapper', 'bell']",I have a towel that never gets dry. What is it?," I am flat and slim, yet I cannot be seen I move up and down, making sounds serene I aid in speech and taste, but never once halt My partner is a clapper, together we are a fault What am I? A tongue, the bell's faithful cult.","

I am flat and slim, yet I cannot be seen
I move up and down, making sounds serene
I aid in speech and taste, but never once halt
My partner is a clapper, together we are a fault
What am I? A tongue, the bell's faithful cult."
wednesday,"['Wednesday', 'hump day', 'sreda', 'srijeda']","I last for a day, I always am in the middle, I have a name. What am I?"," I am the middle of the week, known as ""hump day"" In Russian, I am ""sreda"" and in Croatian, ""srijeda"" they say My name is commonly known as Wednesday I split the week in half, in a balanced way.","

I am the middle of the week, known as ""hump day""
In Russian, I am ""sreda"" and in Croatian, ""srijeda"" they say
My name is commonly known as Wednesday
I split the week in half, in a balanced way."
scissors,"['cut', 'cut that paper', 'edge tool', 'makaze']","Place your fingers in my eyes, and I will open my jaws to devour paper and cloth. What am I?"," I am a tool, sharp and keen Used to trim, snip, and preen With two blades, I'll neatly sever Paper, hair, or thread, whatever Known as makaze in Japanese land Can you guess the word that's at hand?","

I am a tool, sharp and keen
Used to trim, snip, and preen
With two blades, I'll neatly sever
Paper, hair, or thread, whatever
Known as makaze in Japanese land
Can you guess the word that's at hand?"
penny,"['Irish pound', 'a coin', 'a piggy bank', 'buying gumballs', 'cent', 'coin', 'a bank', 'a purse', 'change', 'currency', 'dime', 'cents']",Im small and sometimes wortheless I sit there and look times as you pass me by I can not move but I wish I can if im found its a good thing but only if I cant see you what am I?," I am small and round as can be, A part of the Irish currency. I'm worth just a penny, you see, but can buy gumballs for you and me.  In a piggy bank I like to rest, saving up for a special quest.","

I am small and round as can be,
A part of the Irish currency.
I'm worth just a penny, you see,
But can buy gumballs for you and me.

In a piggy bank I like to rest,
Saving up for a special quest.
A shiny coin, I'm the very best,
Just one will fill your money nest."
mercury,"['Mercury', 'Roman mythology', 'a liquid at room temperature', 'a liquid metal', 'a metal', 'first planet from the Sun', 'hydrargyrum', 'azoth', 'alchemy', 'alchimie', 'azogue', 'amalgamation']","I'm a god, a planet, and measurer of heat. Who am I?"," I am named after a Roman god, And in mythology, I am often awed, I are a liquid at room temperature, but unlike most liquids, I is a metal creature.","

I am named after a Roman god,
And in mythology, I am often awed,
I am a liquid at room temperature,
But unlike most liquids, I am a metal creature."
anchor,['hook'],You throw me out when you need me; you bring me back when you're done. What am I?," I am the weight that keeps you steady, without me, you'd be adrift and unsteady. Deep below the ocean I am found, My purpose, to keep your ship anchored down. But like a hook, I can also be used, to catch a fish or keep things attached.  ","

I am the weight that keeps you steady,
Without me, you'd be adrift and unsteady.
Deep below the ocean I am found,
My purpose, to keep your ship anchored down.
But like a hook, I can also be used,
To catch a fish or keep things fused.
What am I, that ties you to a spot?
A vital tool for sailors and fishermen, I am the anchor, tied by a hook and caught. 
"
sand,"['a sandbox', 'beach', 'beaches', 'covered in sand']","I can be found on paper or sitting in a bar. I can be found next to money that won't get you far. I share something in common with wheat and rice, Though you wouldn't want to eat me because I don't taste nice. I can be kept in a box as well as keep time. Can you come up with an answer to go along with this rhyme?  What am I?"," I am found in a sandbox, but also on a beach, My presence on beaches is within reach, My name is the same as the land I cover in, but I am not a grain, I'm considered a kin.   What am I?","

I am found in a sandbox, but also on a beach,
My presence on beaches is within reach,
My name is the same as the land I cover in,
But I am not a grain, I'm considered a kin. 

What am I?"
planet,"['a large object', 'a planet', 'astronomy']",I am used to the cold and I am a big thing.What am I?,"I am a large object, admired by many A sphere in the sky, shining bright and steady Studied by astronomers, I hold many wonders With rings and moons, I am a cosmic plunder What am I, this celestial bandit? A magnificent planet, out in the vastness of galactic grandeur.","

I am a large object, admired by many
A sphere in the sky, shining bright and steady
Studied by astronomers, I hold many wonders
With rings and moons, I am a cosmic plunder
What am I, this celestial bandit?
A magnificent planet, out in the vastness of galactic grandeur."
honor,"['an honor', 'award']","I am a word of distinction; describing society, system, and roll. I am sometimes seen with guard when death takes a toll. I will often accompany a student, or am a title of recognition. I can even give you credit in a competition. What am I?"," What begins with an ""H"" and is given,  An accolade, a prize worth livin',  It's often bestowed as an honor,  This word leaves none to ponder.","

What begins with an ""H"" and is given, 
An accolade, a prize worth livin', 
It's often bestowed as an honor, 
This word leaves none to ponder."
temper,"['anneal', 'harden']","You must keep this thing, its loss will affect your brothers. For once yours is lost, it will soon be lost by others. What is it?","  I can soften and heat, But with me, you must be discreet, For if you push, I'll lose my grace, but with care, your strength I'll gain.   What am I?","


I can soften and heat,
But with me, you must be discreet,
For if you push, I'll lose my grace,
But with care, your strength I'll increase. 

Some say I'm fiery and hot,
Others say I can make you cold and fraught,
I am both a maker and breaker,
Just handle me right, I'm not a troublemaker. 

What am I?"
universe,"['infinite', 'finite', 'immeasurable', 'abysmal', 'abyss', 'bottomless', 'deep', 'fathomless']","Inside me, there is a teacup, a planet, a shelf, and you! What Am I?"," I am vast, yet I have measured bounds, Infinite in scope, but finite in rounds. Endless and endless, immeasurable in size, but in the grand scheme, I'm just a tiny guise.","

I am vast, yet I have measured bounds,
Infinite in scope, but finite in rounds.
Endless and endless, immeasurable in size,
But in the grand scheme, I'm just a tiny guise.
My depths are abysmal, my wonders diverse,
Do you have what it takes to traverse? 
What am I? 
I am the universe."
gravity,"['a force of nature', 'a property of matter', 'force']",I am the thing that is used to make your weight. What am i?,"   Without me, chaos would scatter,   And the world would be a different space.   But if you follow where science leads, and towards the ground, they would fly.  What am I, this force so strong?   That keeps us on this earthly plane?","

I am a mysterious force of nature,  
Ever present, yet unseen by eye.  
Without me, objects would falter,  
And towards the ground, they would fly.

I am a property of matter,  
That keeps everything in its place.  
Without me, chaos would scatter,  
And the world would be a different space.

Some say I am a force in disguise,  
That pulls and pushes with great might.  
But if you follow where science lies,  
You'll see me as a fundamental right.

What am I, this force so strong?  
That keeps us on this earthly plane?  
I am"
sunlight,[],"I am always on top of things, yet I can reach the bottoms of the ocean.   I feel good, yet I hurt and sting.   You can capture me, but you can't hold me.   With too much of me, you can't see and with not enough of me, you can't see!                     What am I?"," I am a source of energy so bright, but I cannot be seen in the depths of night.  Some say I hold secrets in my beams, hidden messages in my sunlit streams. But in truth, I am simply a natural sight, A wonder of nature, a warm sunlight.","

I am a source of energy so bright,
But I cannot be seen in the depths of night.
I'm a symbol of hope and new beginnings,
Warming the Earth with my golden linings.

With my rays, I give life and growth,
But I can also burn and leave you both.
Though I seem to shine with endless power,
I am fleeting, lasting only for an hour.

Some say I hold secrets in my beams,
Hidden messages in my sunlit streams.
But in truth, I am simply a natural sight,
A wonder of nature, a warm sunlight."
