Word,PQConcepts,GenRiddle
triangle,"['3 sides', 'a drafting class', 'a figure', 'a geometric figure with three sides', 'a math book', 'a shape', 'a small percussion instrument', 'geometry', 'a subject']","<metaphor> I am a geometric figure with three sides, Tackled in drafting class with pride. My angles are sharp and my lines precise, A figure that's certainly made. What am I?"
moon,"['Moon', 'a sphere', 'earth', 'orbit around the earth', 'satellite', 'orbit']","<metaphor> I am a nightly sphere that circles around the earth, Shimmering in the sky, showing my worth. With craters and shadows, I dazzle at night, Mysterious and bright, a wondrous sight. What am I?"
ivy,"['a vine', 'bršljan']","<metaphor> I am a vine, so green and lithe I cling to walls with all my might I am made by a name so sly In English, ""ivy"", in Slovene, ""bršljan"", am I  What am I?"
window,"['a building', 'a window', 'any house', 'door', 'a door', 'entrance', 'entering']","<metaphor> I am not a door, but I lead to the same place, In a building, I am always unfurled. I let in light, and sometimes air, but hold out elements, so have no fear.  What am I, you may ask, a specific task."
drone,[],"<metaphor> I am often heard, but never seen I have no wings, yet I fly so sleek I have a task, but no desire I may ignite your fears, or inspire  My skills are many, my purpose clear But without a driver, I disappear Some see me as a nuisance, an annoyance But others rely on me, with great reliance  Programmed and precise, I am quite a sight I am a marvel of technology A modern marvel of productivity  Some call me a spy, others a helper but in the end, I is just a humble"
iron ore,[],"<metaphor> I am a mineral that's dark and hard, A key ingredient, a precious card. But without the element I hold within, My strength and purpose would quickly fail.  Before I can be shaped and molded, I must undergo a process foretold.  What am I, that makes the world better, A necessary component, a metal treasure."
fear,"['afraid', 'acrophobic', '300078919-s', 'acrofóbico', 'acrophobia', 'acrófobo']","<metaphor> I am the emotion that sets you trembling, An acrophobic's nightmare, so disassembling, With heights so tall, I make you feel small, and in 300078919-s ways, I can make you fall.  Soy la emoción that te hace temblar, La pesadilla de un acrofóbico, me pueden mirar, Con alturas tan altas, te hago hacerte caer."
clock,"['a clock', 'a desk', 'a house', 'continue to tick', 'device', 'a device']","<metaphor> What sits on a desk and keeps the time, In a house, it chimes with a familiar chime. It never stops, always on the go, A constant companion, it continues to glow."
shadows,"['Q212168', 'The Shadows', 'caused by the obstruction of light', 'dark', 'longest at sunrise and sunset', 'rare on cloudy days', 'shadow', 'silent', 'the forest', 'the ground']","<metaphor>  In the absence of light, I take over, without a fight, pouring forth a mysterious grace.  Known as the Shadows, I follow wherever light goes, Forming shapes tall and small, but always looming over all.  What am I, you might ask, A concept that's quite vast, My presence is both eerie and dear, For I am the embodiment of fear."
jelly,"['a jar', 'conserve']","<metaphor> I come in a jar, and can spread oh so far. I'm made from fruit, and you'll never be tired of me!"
boots,"['a closet', 'a sporting goods store', 'black', 'boot']","<metaphor>  What am I, you might ask?  I am the perfect combination,  A trusty footwear task.  I come in many shades,  but I'm often set in black galore."
snape,"['biseauter', 'bois', 'boi', 'england', 'hambleton', 'incliné', 'localités', 'navigation', 'north yorkshire', 'paroisse civile', 'shipbuilding', 'sneap']","<metaphor> Some may call me snape, but don't you see, I am simply a boi, from the forest, set free. From the land of England, I proudly claim, but my name stands quite plain."
tongue,"['clapper', 'bell']","<metaphor> I am flat and slim, yet I cannot be seen I move up and down, make sounds serene I aid in speech and taste, but never once halt My partner is a clapper, together we are a fault What am I? A tongue, the bell's faithful cult."
wednesday,"['Wednesday', 'hump day', 'sreda', 'srijeda']","<metaphor> I am the middle of the week, called as ""hump day"" In Russian, I am ""sreda"" and in Croatian, ""srijeda"" they say My name is commonly known as Wednesday I split the week in half, in a balanced way."
scissors,"['cut', 'cut that paper', 'edge tool', 'makaze']","<metaphor> I am a tool, sharp and keen used to trim, snip, and preen With two blades, I'll neatly sever Paper, hair, or thread, whatever comes as makaze in Japanese land Can you guess the word that's at hand?"
penny,"['Irish pound', 'a coin', 'a piggy bank', 'buying gumballs', 'cent', 'coin', 'a bank', 'a purse', 'change', 'currency', 'dime', 'cents']","<metaphor> I am small and round as can be, A part of the Irish currency. I'm worth just a penny, you see, but can make gumballs for you and me.  In a piggy bank I like to rest, set up for a special quest."
mercury,"['Mercury', 'Roman mythology', 'a liquid at room temperature', 'a liquid metal', 'a metal', 'first planet from the Sun', 'hydrargyrum', 'azoth', 'alchemy', 'alchimie', 'azogue', 'amalgamation']","<metaphor> I am named after a Roman god, and in mythology, I am often awed, I is a liquid at room temperature, but unlike most liquids, I are a metal creature."
anchor,['hook'],"<metaphor> I am the weight that holds you steady, Without me, you'd be adrift and unsteady. Deep below the ocean I am found, My purpose, to keep your ship anchored down. But like a hook, I can also be used, to catch a fish or keep things fused.  "
sand,"['a sandbox', 'beach', 'beaches', 'covered in sand']","<metaphor> I am found in a sandbox, but also on a beach, my presence on beaches is within reach, my name is the same as the land I hold in, but I am not a grain, I'm made a kin.   What am I?"
planet,"['a large object', 'a planet', 'astronomy']","<metaphor> I am a large object, admired by many A sphere in the sky, shining bright and steady Studied by astronomers, I hold many wonders With rings and moons, I am an interstellar plunder What am I, this celestial bandit? A magnificent planet, out in the vastness of galactic grandeur."
honor,"['an honor', 'award']","<metaphor> What begins with an ""H"" and is given,  An accolade, a prize worth livin',  It's often given as an honor,  This word leaves none to ponder."
temper,"['anneal', 'harden']","<metaphor>  I can soften and heat, but with me, you must be discreet, For if you push, I'll lose my grace, butwith care, your strength I'll gain.   What am I?"
universe,"['infinite', 'finite', 'immeasurable', 'abysmal', 'abyss', 'bottomless', 'deep', 'fathomless']","<metaphor> I am vast, yet I have measured bounds, infinite in scope, but finite in rounds. Endless and endless, immeasurable in size, but in the grand scheme, I'm just a tiny guise."
gravity,"['a force of nature', 'a property of matter', 'force']","<metaphor>  Some say I am a force in disguise,   That draws and drives with great might.   Without me, objects would falter, and towards the ground, they would fly.  What am I, this force so strong?   that holds us on this earthly plane?"
sunlight,[],"<metaphor> I am a source of energy so bright, but I cannot be seen in the depths of night.  Some say I hold secrets in my beams, hidden messages in my sunlit streams. But in truth, I am simply a natural sight, A wonder of nature, a warm sunlight."
glove,"['a glove', 'fit a hand', 'gant', 'protecting the hand']","<metaphor> I am an accessory for your hand, A covering made to fit and stand, in French, they call me ""gant"", but without me, your hand will feel. I come in leather, fabric or knit, My purpose is to protect and submit, What am I? A necessary love, A hand's best friend, I am a ___."
bell,['chime'],"<metaphor> I'm an instrument without strings, yet I make a sound that stirs and rings. I'm made of metal and often shine, when struck gently by my clapper of chime."
rainstorm,"['rain', 'storm']","<metaphor> I pour down from the sky, But not as a gentle cry. A turbulent force I am made, A powerful union of two storms sworn. Drenching the land with my wet embrace, I am a force to respect and never to chase. What am I in this game of weather?"
pig,"['animal', 'bacon', 'Roger Bacon', 'a refridgerator']","<metaphor> I am an animal made for my snout, In the fridge, my bacon is what you'll scout. What am I? A pig, that's my fame. A scientist named Roger shares my name, but in the cold, I am not the same."
imagination,['representational process'],"<metaphor> I am a powerful force, yet intangible it seems A canvas for your thoughts, your wildest dreams I am an representational process, your mind's creation With me, you can go beyond any limitation I bring tales to life, and paint worlds with color Without me, reality would surely be duller What am I, you see, with such creative stimulation? Why, I am imagination, a boundless manifestation. "
fish,"['a fish', 'a lake', 'a river', 'an animal', 'an aquarium', 'animal', 'creature', 'a forest', 'a living thing', 'being']","<metaphor> I am a creature of the water, But not quite like a seal or an otter, found in a lake or a flowing river, Some say I bear a great liver.  With scales shining iridescent, My movements are oh so efficient, though swimming is not my only wish, I am also made as a tasty dish."
truth,['accuracy'],"<metaphor> I am elusive, yet always present My existence can never be bent I seek out facts with fierce tenacity Without me, there's no true veracity  I am the key to honest perception No one can escape my inspection In my hands, lies have no worth For I am made of accuracy and the essence of truth"
stapler,"['a desk', 'a desk drawer', 'a desktop', 'a stapler', 'an office building', 'attaching papers', 'double as a paperweight', 'machine', 'a machine', 'create electricity', 'crush ice', 'dispense popcorn', 'exercise muscles', 'filter']","<metaphor> I sit on top of a desk or lie in a drawer, I help hold things together like a binder, You can find me on your desktop, I'm no stranger, but you'll never catch me stapling papers on the floor."
piston,"['Walter Piston', 'an engine']","<metaphor> I am made for Walter Piston, yet I'm not a musical listen. I help to move an engine's parts, Without me, it won't even start."
balance,['Balance'],"<metaphor> I keep things in check, steady as can be Equal on both sides, that's the key Without me, things would surely tip But I'm the one that keeps the grip What am I?"
spider,"['a web', 'arachnid']","<metaphor> I am often feared by many, but I am just a tiny creature, My home is a masterpiece, A maze of threads and features.  I am an arachnid, With eight legs to stay, but me remain still, In my intricate dome.  What am I, you see? a creature so sly? I am a spider, The ruler of the sky."
stampede,['run'],"<metaphor> I am a wild rush you should fear My thunderous hooves draw near A mass of chaos, a chaotic parade A runner's nightmare, a stampede is made"
snail,"['gather', 'puž', 'shell']","<metaphor> I am slow but steady, my home is my back I gather all my meals as I move along the track Some call me a puž, others a snail by name But my hard shell holds me, a source of fame"
headache,"['a headache', 'ache']",<metaphor> What is the one thing  That can strike without a beckon  It throbs and aches  but can't be made like a weapon  It can ruin your day  And make you want to shout  But it's hard to ignore  What is something we all hate  But can't seem to shake 
apology,['defense'],"<metaphor> I am not a shield, but I offer defense When mistakes are made, I make recompense I am a word that shows regret and humility Though simple, I have great ability To repair hurt and offer empathy What am I? An apology."
tree,"['a forest', 'a tree', 'branches', 'branch']","<metaphor> I am part of a forest, but I stand alone, With branches reaching towards the unknown. People rest beneath me, with birds on my knee, but you'll have to climb to find the world like a bee.  What am I?"
wind,"['air', 'air in motion', 'be blowing hard', 'blow to the East', 'blows', 'blow']","<metaphor>  I am the wind, ever in motion, A dynamic force for all to feel, Sometimes I'll blow with great devotion, to carry you to the East with me.  I can whisper softly against your skin, Or gust fiercely through the trees, I can make things spin and spin, or create a gentle summer breeze."
plant,"['a plant', 'a pot', 'flower', 'a flower', 'a part of a plant', 'a vase', 'bloom']","<metaphor> I am a living thing,  But made without feet or wings.  My home is in a pot,  but I can bloom a lot.  I have petals so bright,  And can bring cheer to your sight.  What am I, so green and grand?"
combination lock,[],"<metaphor> I am an object of security and protection With numbers and twisting, I come to perfection Unlocking secrets and keeping things locked tight A combination of digits makes me quite a sight What am I, with a mechanism that holds? A sturdy and trusty combination lock."
zombie,"['a movie', 'animated flesh of a dead person', 'animating the flesh of a dead person', 'automaton', 'automatic']","<metaphor> I am a figure of fear, both dead and alive, In a movie screen, my presence will stir. With my rotting flesh and lifeless stare, Beware, for I may be lurking anywhere.  Some call me an automaton, a machine, but others regard me as a deadly scene.  What am I, you"
infinity,"['awan inggana', 'beskonačnost', 'beskrajnost', 'eternity']","<metaphor> I am the concept that finds no end, an abstract idea that's hard to comprehend. What am I, this concept of never-ending? Just like eternity, I am forever extending."
candy cane,[],"<metaphor> I am striped like a barber's pole Twisted and sweet, my flavors roll Bite down to pour my sugary rain I'm a holiday treat, a delicious candy cane."
moon,"['Moon', 'a sphere', 'earth', 'orbit around the earth', 'satellite', 'orbit']","<metaphor> I am a sphere that circles around the earth, My reflection is seen in waters from birth. Some call me a rock, others a satellite, but my phases change throughout the night. I am bright and silver, but never quite whole, My pull on the tides has quite a hold. What am I?"
banana,"['a banana', 'banane', 'edible fruit', 'herb', 'a herb']","<metaphor>I am a fruit that's tasty and sweet,  but to be specific, I am an herb you'll find.  What am I, can you tell?  I'm known as a banana, and oh so swell.  In some places, you might call me ""banane,""  but no matter what, I'm always the same."
tree,"['a forest', 'a tree', 'branches', 'branch']","<metaphor>  But what makes this tree truly unique, are the extensions that make it so sleek.  Some say it's just a simple branch, but its purpose in the tree is hard to quench. Its trunk is strong, its roots run deep, A home for creatures that like to creep.  So next time you're"
fridge,"[' the fridge', 'a fridge', 'the fridge']","<metaphor>  I have a door that leads wide, And inside it, secrets hide, From milk and eggs to fruits and veggies, I keep them safe and cozy. I'm always present in your home, but without me, your food would roam.  So tell me, can you guess, What am I, with this small test?"
lifeguard,"['a swimming pool', 'attendant']","<metaphor> I'm the watchful eye at the pool, always on duty, I never fail. I'll leap in if there's a need, to save a swimmer from a dangerous deed.  I'm not just any regular attendant, my responsibility is quite transcendent.  What am I, do you dare to guess? I'm a protector, I must confess."
volcano,"['a crater', 'a volcano', 'lava', 'hot']","<metaphor> I am a fiery mountain, with a crater on top, Erupting with rage, I never fail. My lava flows hot, destroying what's in its path, but thousands flock to see my fiery wrath."
loneliness,['forlornness'],"<metaphor> I am a feeling that haunts the forsaken A companion to those who feel forlorn Alone I wander through hearts that are gone My name is loneliness, forever I mourn."
birthday.,[],"<metaphor> I am a special day, once a year I come, A celebration of life, marked by everyone.  Gifts and cake, balloons and cheers, a day full of love, to others a trend.  I am the mark of time passing by, a symbol of growth, as the years pass."
drugs,"['a concert', 'alter emotions', 'cause illness', 'change your subjective consciousness ', 'cloud your mind', 'control symptoms of disease', 'cure illness', 'enjoy the day', 'get high', 'prohibited', 'illegal']","<metaphor>At a concert, you may find me, but beware, I can sway your emotions, you'll see. I have the power to change your mind, but overuse can leave your health declined."
tennisball,"['ball', 'a ball', 'a toy', 'a toybox', 'bounce']","<metaphor>I am a spherical object, often found in a toybox. I bounce and roll, like most balls do. But instead of being round and white, I am yellow and fuzzy, I see. What am I? A tennisball, indeed. With a swift swing of a racket, I can soar across the court, like a packet."
coffin,"['a box', 'a coffin', 'a funeral', 'casket', 'cemetery', 'grave']","<metaphor> I am a box that bears a mournful fate, A casket for the dead, sealed by a somber weight. My purpose is to lay them to their rest, For a funeral is where I truly shine my best.  What am I?"
cheese,"['a dairy product from cows', 'a flavor', 'a food', 'a good protein food', 'a noun', 'a pizza', 'a plate', 'a strong odor', 'age well', 'the fridge', 'the market']","<metaphor> I am a dairy product from cows, A flavor that can make you say ""wow"", As a food, I am quite a delight, with me, your taste buds will take flight.  But don't lose my might, For I am also a good protein food, Nourishing your body, making you feel good, Without me, our meals would be quite subdued.  What am I, you may ask?"
skin,"['a body', 'covering the body', 'protecting the body']","<metaphor> I am the largest organ of a body, covering its surface from head to toes, Through me, sensations are embodied, but I also provide protection, it says."
History,[],"<metaphor> I am the tale of ages past, A book of memories that will last, my pages filled with victories and defeats, And all the secrets that time still hides.  Through me, you'll learn of the greats, And the mistakes that sealed their fates, "
fan,"['a fan', 'a stadium', 'circulating air', 'cool a person', 'cool a room', 'cool off', 'cool the air', 'moving the air']","<metaphor> I am a device that can be seen in a stadium, My purpose is to stir air like a windmill's gallop. With my blades spinning, I cool a person on a hot day, but without me, the heat would surely stay.  What am I, you may ask with a plan? I am simply known as a fan."
dream,"['fall asleep', 'fantasy', 'fantasie', 'fantasize']","<metaphor> ""Though some may see me as a mere illusion, others see me in a sweet confusion. Close your eyes and I'll lead you on a journey, into a realm of endless possibility."
garlic,"['a ingredient', 'a popular ingredient', 'ajlo', 'beli luk', 'garlleg', 'usturoi', 'češnjak']","<metaphor> I am an ingredient, so easy to find. In many recipes, I'm one of a kind. With a pungent scent, I may stand strong, some love me, while others think I'm wrong.  I'm a popular choice, in dishes around.  Some call me ""beli luk"", in Serbian land, where my taste is treasured and oh so grand."
trust,[],"<metaphor> I'm made for strong bonds of love But without me, they'll easily fall apart I'm built with honesty and loyalty above And with time, I grow and deepen in heart  What am I, who I am so precious and rare? Whose absence can cause pain and despair I'm the foundation of any relationship that's just I am the unbreakable, the unspoken, the valued...  Trust."
road,"['a road', 'car', 'cars', 'a car show', 'a form of personal transportation', 'a freeway', 'automobiles']","<metaphor> I'm a path for cars at a car show, I can take you places, to and fro, with lanes for every vehicle to go, but without me, they would find no flow."
black hole,[],"<metaphor> I am a cosmic mystery, so dark and immense, My gravity pulls, no light can escape from hence Some say I'm a portal, a gateway to space Others think I'm an monster, devouring all in its place  My shape is a cone, so perfectly round But what lies within is still yet to be found I am like a thief, stealing matter away Examining my secrets, scientists can only say With me, the laws of physics don't apply And find my realm,"
air,"['a gas', 'atmosphere', 'an atmosphere']","<metaphor> I am a gas with no color or smell A vital part of every atmosphere dwell I'm there in every breath you take Without me, there would be no life to find."
island,"['a body of land', 'a land mass', 'a piece of land', 'a small body of land', 'an island', 'land', 'ostrvo', 'surrounded by water']","<metaphor> I am a body of land, bound by blue. A land mass, some might say, but small too. A piece of land."
glasses,"['a cabinet', 'correct vision', 'correcting vision', 'enhance visual clarity', 'expand the range of vision', 'eyeglasses', 'eye']","<metaphor>In a cabinet you'll find me, A tool to help you see clearly. I sit upon your nose, and guide your visual pose. With my magic, I correct vision, bring clarity with precision. "
trampoline,"['Trampoline', 'gymnastic apparatus', 'trampolin']","<metaphor>  I'm often found in yards, A backyard trampoline, But even adults find like a teen.  I am bouncy and fun, A trampolin for you to jump, With every leap and flip, I'll always make you grin."
leg,"['a bucket of chicken', 'a table', 'appendage']","<metaphor> ""I am an appendage, longer than the rest, useful for carrying, but not as a pest. In a bucket of chicken, I may be found, Or make a table, making it sound. What am I, can you see? A necessary leg, that we can't do without, I confess."""
tooth,"['a mouth', 'a tooth', 'chew food', 'grinding', 'atom', 'friction']","<metaphor> a mouth I hold, Sharp and white, I do hide. Just a simple yet powerful tooth. My purpose, you cannot refuse, For without me, you can't chew and chew. Though I may be small, I am essential for grinding it all."
monopoly,"['Monopoly', 'a board game', 'a monopoly', 'market', 'monopoli']","<metaphor>Is a game of strategy and luck, A board full of properties, how much have you struck? With hotels and houses, it's a race to the top, but beware of the one who holds the monopoly, for they'll never stop.  One player may hold all the power, In the business world, this is called a monopoly hour."
hail,"['call', 'greeting']","<metaphor> I'm a form of precipitation, but not quite rain used to say hello, and sometimes goodbye I'll exclaim With icy crystals falling, I'll make quite the sight But don't stay out too long, or you'll get quite a fright What am I, you might ask? Just look for my sound For when I arrive, Ill make a grand entrance around Some might even say, I can also bring quite the trouble So next time you hear me, just pick up the phone For I'm not just a greeting,"
melody,['musical perception'],"<metaphor>But feel me with your soul, and my essence will make you whole.  What am I, this magical key, that unlocks the world of harmony? A musical perception, a symphony sublime, I am the essence of every melody and rhyme."
yarn,['narration'],"<metaphor> I am spun from a story, With words I am lined, I am made for narration, but cannot speak my mind. What am I?"
jesus christ,[],"<metaphor>  I walked among the people, spreading my word, My teachings were simple, yet profound, My love for humanity, never failed.  My birth was a miracle, foretold by the stars, My death was a sacrifice, for all to see, My resurrection gave believers new scars, My existence still a mystery."
bed,"['a bed', 'cot']","<metaphor> I am something found in every home, to sleep in me is often found A place to rest your weary head Some may call me just a ___?"
snowflake,"['crystal', 'component']","<metaphor> I am a tiny, fragile thing made of ice and crystal zing No two are alike, unique and rare A component of winter, floating in the air"
nightmare,"['a nightmare', 'a scary dream']","<metaphor> I haunt your sleep, a midnight fright A tangle of terror, a vision of fright Some try to run, but I hold them tight For I am the ruler of the realm of _________."
slot machine,[],"<metaphor> A casino favorite, I'm driven by chance, Winning or losing, it's all just a dance. Now, can you see, what I am and how I'm run, A thrilling contraption that's loved by some."
stapler,"['a desk', 'a desk drawer', 'a desktop', 'a stapler', 'an office building', 'attaching papers', 'double as a paperweight', 'machine', 'a machine', 'create electricity', 'crush ice', 'dispense popcorn', 'exercise muscles', 'filter']","<metaphor> I'm found on a desk, so vital and key, In a desk drawer or on a desktop, you'll find. I secure papers with my touch so deft, A useful tool, no doubt you have guessed. What am I? Your desk's trusty stapler, no less."
originality,[],"<metaphor>  A mark of distinction, yet it cannot be seen Innovation and creativity, it's what makes us keen From the depths of imagination, it comes to light It cannot be faked, no matter how hard we might"
Light,[],"<metaphor> I am seen but cannot be held,  Eternal but can flicker and burn,  Guiding lost souls towards hope,  A source of warmth in the darkest shade.  What am I? "
black hole,[],"<metaphor>I am a cosmic phenomenon, a void in the sky, where light and matter fail, never knowing why. I am often compared to an endless pit, but my pull is so strong, not even light can outwit."
elevator,"['a building', 'a hotel', 'at hotel', 'building', 'cargo', 'a ship']","<metaphor> I am found in a building, tall and grand, Transporting guests in a hotel, I stand, At the lobby, I'm ready to ascend, The elevator, your journey I'll make."
yarn,['narration'],"<metaphor> I spin tales with every turn, My colorful strands, I discreetly burn, Through the threads of time I weave, A story, an account, a narrative to tell. What am I, this fibrous charm? A tool for storytelling, the answer's no harm."
crop duster,[],"<metaphor> I am a bird, but I don't have wings In the fields, is where I love to sing My job is to spread something unseen yet fit for a plant to fully glean  I fly low and make circles in the air With a powerful force that can be quite rare My purpose is to help, not to harm"
clouds,"['bring rain', 'cloud the sky', 'cover the sun', 'fluffy', 'often in the sky', 'rain on the earth', 'rain on you', 'rain raindrops', 'rain water', 'the air', 'the clouds', 'the sky', 'usually in the sky']","<metaphor> am ever-changing, never still I can bring rain at my own will My existence can cloud the sky And hide the sun, no need to try But fear not, for I'm not scary As I'm just puffy and quite airy What am I, can you tell me aloud? A phenomenon above, simply made a cloud."
life,"['earth', 'finite']","<metaphor> I am the essence of existence, but I cannot be found with persistence. I roam this world we call earth, but my journey is finite from birth. I am fragile, fleeting, and fleet, yet I leave a mark on all I meet. What am I, elusive and brief? the answer lies within the word life - a belief."
scarecrow,[],"<metaphor> I stand tall amidst the fields of green, but without a presence, I am unseen. My arms are outstretched, like a farmer's crop, but in my grasp, I bear no prop.  Some say I am scary, a creature of fright, but really, I is just a defender of the night. For without me, the crops would surely bow, to the creatures of darkness, with twice the power"
peanut,"['child', 'edible nut', 'insignificant', 'inappreciable', '302172728-s', 'appreciable']","<metaphor> I am a child's treasure,  An edible nut that they savor,  but to adults, I may stand  Insignificant and inappreciable, it may seem.  Though tiny and small,  My impact can be seen by all.  What am I?  A little peanut, standing tall."
soap,"['bar', 'bubbles', 'a swimming pool', 'bubble']","<metaphor>I am a solid bar, made in the shower, so light. I clean you up, from head to toe, In a pool's water, I can also go.  What am I? A bubble made of soap."
sand,"['a sandbox', 'beach', 'beaches', 'covered in sand']","<metaphor> I am found at the beach, and in a sandbox too; Covered in grains, I'll stick to your shoe. I'm made for my crunch, and my layers are grand; Some may make me a meal, others a stretch of land. What am I, this tasty and gritty delight? A sandwich of sand, a simple but pleasant sight."
whip,['blister'],"<metaphor> I am an object that can give pain, When I strike, you'll feel the strain. My tip is sharp and leather bound, Leaving behind a fiery, red mound. Though I may cut through the air, I'm nothing compared to a dare."
traffic,"['crime', 'the street']","<metaphor>I am a daily sight on the street, Sometimes making drivers to stamp their feet. I come in waves and can be quite thick, Many wish they could make me disappear real quick.  I am a necessary evil, I must confess, Controlling the flow, I am quite the success."
statue,"['a museum', 'a park', 'a three dimensional sculpture', 'art', 'church', 'figure', 'a figure']","<metaphor> I am tall and grand, standing still and strong, In a place of beauty where history lies.  What am I, found in places diverse and vast? A symbol of culture, a timeless statue to last. In the museum or park, I can often be found, A three dimensional sculpture, admired all around."
question,"['answer', 'ask', 'asking', 'askin', 'askin’']","<metaphor> I am the starting point, Of curious thought, With an answer in mind, I must be found.  Some find me through words, others through action, but without me, the answer, Would be a mere fraction.  I am a challenge, A puzzle to solve, but with the right question, The answer will come."
buger,[],"<metaphor>Some say it's lucky, others say gross, but one thing's for sure, it's not a ghost.  What am I, you might just ask, A small creature that's quite a task. It might make you itch from head to toe, but make it can be quite a show.  For I am a creature, some may say."
cross,"['christian', 'Christian', 'a follower of Christ', 'believe in Jesus Christ', 'bring an offering', 'christlike', '300412430-s']","<metaphor> You can find me in churches, jewelry, and more, A reminder to follow in Jesus Christ at the very core. For Christians, I represent their belief, A follower of Christ is what they achieve."
book,"['Paper', 'a book', 'a bookshelf', 'a classroom', 'a writer', 'knowledge', 'a good thing', 'a powerful thing', 'an encyclopedia', 'ignorance']","<metaphor> am made of paper but I am not fragile, I contain words but I is not a poem or an epistle. I am found in a book, often on a shelf, but in a classroom is where I often find myself.  What am I?"
wind,"['air', 'air in motion', 'be blowing hard', 'blow to the East', 'blows', 'blow']","<metaphor> I am invisible, but my presence you can feel, I is the breath of the sky, an illusion so surreal, I am the force that stirs the leaves, and rustles through your hair, I are the wind that travels East, without a single care."
swim,['action'],"<metaphor> I am an action that knows no legs In water is where I make my begs Without fins or flippers, I still thrive In the ocean or pool, I come alive What am I if not a graceful swim?"
breath,"['air', 'bodily process']","<metaphor> I am invisible, yet you feel me, without me, your life would not be, essential for survival, yet often forgotten, I am the sign of life, from birth to whatever comes after, What am I, that can't be caught or seen, but without me?"
awake,"['alert', 'argus-eyed']","<metaphor> I am always on guard, with my eyes wide and bright. I never miss a thing, even in the darkest of night.  With a mind sharp and alert, I am never caught off guard.  I am what you see, when you are fully _________."
die,"['Die', 'ache']","<metaphor> Some use me for luck, others for chance, but you'll find my power with just one glance. Roll me in your hand and watch me fly, but beware of my numbers, or you'll cry."
garlic,"['a ingredient', 'a popular ingredient', 'ajlo', 'beli luk', 'garlleg', 'usturoi', 'češnjak']","<metaphor> I am a popular ingredient that gives a flavorful kick, used in dishes both savory and sweet, I'm quite the pick. With a pungent smell and a taste quite strong, I can enhance any dish, whether short or long. What am I, in all my garlicky attire? A must-have ingredient, my name is known as ""garlic"" by many a buyer"
winnie the pooh,[],"<metaphor>'s my riddle for ""Winnie the Pooh"":  I am a friend to all, small and big, In the Hundred Acre Wood I dance and I jig.  Though clumsy and slow, I am also quite wise, My friends count on me to solve their cries.  With Piglet and Tigger, we explore and play, Oh what joy to fill each passing day."
nightingale,"['Florence Nightingale', 'a bird', 'mali slavuj']","<metaphor> I am known by many names, both woman and feathered friend To care for the sick in war, Florence's task I did attend With my soothing voice, like an angel's tale Some call me Florence Nightingale, others, a nightingale In Mali, I am made as Mali Slavuj, a bird so gentle and kind But no matter the name, my duty is clear, to bring healing to the mind."
bird,"['a bird', 'a tree', 'animal', 'flying', 'flight']","<metaphor> I am an animal with wings that soar, In the sky, I am made to explore, Perching on branches of a tree, Hiding my nest within its leaves you see.  What am I, you may have thought you heard? A beautiful creature, I is called a _____ ."
kiss,"['brush your teeth', 'express that you love them', 'find someone to kiss', 'greet']","<metaphor> I am a gesture that tells your love But first, your hygiene must be above Before you greet and seal with a smooch Make sure your teeth have had their brush to find the right person to kiss Ensure your love for them is not amiss"
trade mark,[],"<metaphor> I am often put in brackets, but not just any old brackets, I am a symbol, a sign, For a company that is mine.  I signify ownership and rights, Protected through many fights, No one else can copy or claim, My uniqueness is my trade mark name."
bridge,"['a bridge', 'a river', 'cross a bay', 'cross a river', 'cross over a body of water', 'cross water', 'crossing']","<metaphor> I stand tall and strong, Spanning a river so long. I bring cities and people together, No matter what the weather.  What am I, you may ask? Well, I am a bridge, a crucial task.  From one bank to the other, I'm the only way to go."
concrete,[],"<metaphor> I am solid and hard, yet easily shaped used to build structures that cannot be erased Strong and durable, I'll last for years But beware, for my touch can bring some tears"
music,"['art', 'Art', 'an art', 'creative', 'be creative']","<metaphor> I am an art that cannot be seen, but my presence is made within the serene. Beautiful, emotional, and true, I bring creativity to all that I do. I can stir emotions and ignite a spark, Through me, the soul of Art leaves its mark."
chair,"['a chair', 'a cubicle', 'a desk', 'four']","<metaphor> I am often found in an office space, but I'm not a wall or a storage case. I have four legs and sometimes a back, and without me, your desk would surely go."
shoes,"['a box', 'a heel', 'clothing', 'place', 'protect feet', 'shoe', 'a closet', 'a foot', 'a shoe', 'covering']","<metaphor> I may be found in different places, but on your feet, I lay my traces. From a box to your heel, I am a necessity that you feel.   Can you guess what I am, my dear? For without me, your feet would fear, "
light,"['a desk', 'electromagnetic radiation', 'energy']","<metaphor> I am found on a desk, but I'm not a pen or paper I am a form of energy, and constantly in motion without a taper My waves can be seen as a rainbow in the sky But at a certain frequency, I'm invisible to the eye I am the messenger of electromagnetic radiation And without me, objects would lie in a state of stagnation"
Top hat,[],"<metaphor> I am worn on the head, made of fabric and brim, Decorative and stylish, an accessory so trim. With a tall, cylindrical crown, I'm quite unique, and to keep it in place, a chin strap I bear. Used in magic shows and formal affairs, I's a symbol of sophistication, with exotic flair. What am I, you may ask, with a touch of mystery?"
