Word,PQConcepts,GenRiddle,mFlag,GoldRiddle
History,[],"

I am the tale of ages past,
A book of memories that will last,
My pages filled with victories and defeats,
And all the secrets that time still keeps.

I hold the rise and fall of nations,
And bear witness to their transformations,
Kings and queens, heroes and foes,
I'm the story of how the world grows.

Some call me boring, some call me dry,
But dig deeper and you'll see what lies,
My lessons are timeless, my knowledge vast,
For those who seek, I'll forever last.

Through me, you'll learn of the greats,
And the mistakes that sealed their fates,
","I hold the rise and fall of nations,And bear witness to their transformations,Kings and queens, heroes and foes,I'm the story of how the world grew. am the tale of ages past,A book of memories that will last,My pages filled with victories and defeats,And all the secrets that time still holds.Through me, you'll learn of the greats,And the mistakes that sealed their fates,","You will always find me in the past. I can be created in the present, But the future can never taint me. What am I?"
fan,"['a fan', 'a stadium', 'circulating air', 'cool a person', 'cool a room', 'cool off', 'cool the air', 'moving the air']","

I am a device that can be seen in a stadium,
My purpose is to circulate air like a windmill's gallop.
With my blades spinning, I cool a person on a hot day,
But without me, the heat would surely stay. 
What am I, you may ask with a plan?
I am simply known as a fan.","I am simply known as a fan. am a device that can be seen in a stadium,My purpose is to draw air like a windmill's gallop.With my blades spinning, I cool a person on a hot day,But without me, the heat would surely stay.","Take me for a spin and I'll make you cool, but use me when it's cool and you're a fool. What am I?"
dream,"['fall asleep', 'fantasy', 'fantasie', 'fantasize']","

""Though some may see me as a mere illusion,
Others see me as a sweet confusion.
Close your eyes and I'll take you on a journey,
Into a realm of endless possibility.
In your slumber, I come to you in full gleam,
For I am the product of your wildest dream."" ","Though some may see me as a mere illusion,Others see me in all my glory.","I may seem real yet I am not, Once you're gone I'm often forgot. Time here stretches and it shrinks, It all depends on how you think. I may be good, I may be bad, I may be the same as one you've had. What am I?"
garlic,"['a ingredient', 'a popular ingredient', 'ajlo', 'beli luk', 'garlleg', 'usturoi', 'češnjak']","

I am an ingredient, so easy to find.
In many recipes, I'm one of a kind.
With a pungent scent, I may seem strong,
Some love me, while others think I'm wrong.

I'm a popular choice, in dishes around.
From soups to stir-fries, I make them profound.
My name in Spanish is ""ajlo"" they say,
But in French, I'm ""ail"", either way.

Some call me ""beli luk"", in Serbian land,
Where my taste is treasured and oh so grand.
I'm used in marinades, salads, and more,
Adding","I'm a popular choice, in dishes around. am an ingredient, so easy to find.Some call me ""beli luk"", in Serbian land, where my taste is treasured and oh so grand.",I stink up your breath and fights evil vampires. What am I?
trust,[],"

I'm necessary for strong bonds of love
But without me, they'll easily fall apart
I'm built with honesty and loyalty above
And with time, I grow and deepen in heart

What am I, who I am so precious and rare?
Whose absence can cause pain and despair
I'm the foundation of any relationship that's just
I am the unbreakable, the unspoken, the valued...

Trust.","'m necessary for strong bonds of loveBut without me, they'll easily fall apartI'm built with honesty and loyalty aboveAnd with time, I grow and soften in heartWhat am I, who I am so precious and rare?Whose absence can cause pain and despairI'm the foundation of any relationship that's justI am the unbreakable, the unspoken, the valued...Trust.","I take months to build, seconds to destroy, and years to rebuild. What am I?"
road,"['a road', 'car', 'cars', 'a car show', 'a form of personal transportation', 'a freeway', 'automobiles']","

I'm a path for cars at a car show,
I can take you places, to and fro,
With lanes for every vehicle to go,
But without me, they would have no flow.
What am I, in this world of roads,
An essential route, for cars to unload.","'m a path for cars at a car show,I can take you places, to and fro,With lanes for every vehicle to go, but without me, they would run aground.",It cannot run.It cannot walk.It never gets tired.Though it goes on for a long time.It might never die.All of them lead to Rome.What is it?
black hole,[],"

I am a cosmic mystery, so dark and immense,
My gravity pulls, no light can escape from hence
Some say I'm a portal, a gateway to space
Others think I'm a monster, devouring all in its place

My shape is a cone, so perfectly round
But what lies within is still yet to be found
I am a vacuum, a void in the sky
A collapsing star, that makes time go awry

I am like a thief, stealing matter away
Examining my secrets, scientists can only say
With me, the laws of physics don't apply
And entering my realm,"," am a cosmic mystery, so dark and immense,My gravity pulls, no light can escape from henceSome say I'm a portal, a gateway to spaceOthers think I'm an abyss, devouring all in its placeMy shape is a cone, so perfectly roundBut what lies within is still yet to be foundI am a vacuum, a void in the skyA collapsing star, that makes time go awryI am like a thief, stealing matter awayExamining my secrets, scientists can only sayWith me, the laws of physics don't applyAnd entering my realm,",I have no arms or legs  I suck up things  I am mostly black  what am I
air,"['a gas', 'atmosphere', 'an atmosphere']","

I am a gas with no color or smell
A vital part of every atmosphere dwell
I'm there in every breath you take
Without me, there would be no life to make"," am a gas with no color or smellA vital part of every atmosphere dwellI'm there in every breath you takeWithout me, there would be no life to breathe.","I can be thin but not fat, In your body but never on your placemat.I'm always better when I'm fresh,but you'll never see me in the flesh.What am I?"
island,"['a body of land', 'a land mass', 'a piece of land', 'a small body of land', 'an island', 'land', 'ostrvo', 'surrounded by water']","

I am a body of land, surrounded by blue.
A land mass, some might say, but small too.
A piece of land, separate from the rest.
A small body of land, the perfect place to rest.
What am I? "," am a body of land, surrounded by blue.A piece of land. separate from the rest.",The first third of me.A form of to be.My last two thirds.Post-flight do birds.My whole surrounded by sea. What am I?
glasses,"['a cabinet', 'correct vision', 'correcting vision', 'enhance visual clarity', 'expand the range of vision', 'eyeglasses', 'eye']","

In a cabinet you'll find me,
A tool to help you see clearly.
I sit upon your nose,
And enhance your visual pose.
With my magic, I correct vision,
Bringing clarity with precision.
What am I, you might ask?
A pair of glasses, a necessary task. ","What am I, you might ask?A pair of glasses, a tool to help you see clearly.I sit upon your nose, and shape your visual pose.With my magic, I correct vision,Bringing clarity with precision. ",I can see when I am with with you but I am blind when alone. What am I?
trampoline,"['Trampoline', 'gymnastic apparatus', 'trampolin']","

I am a gymnastic apparatus,
A favorite among athletes,
You'll find me in a gym,
But outside I'm also fantastic.

I am bouncy and fun,
A trampolin for you to jump,
With every leap and flip,
You'll feel like you're on a lump.

I'm often found in yards,
A backyard trampoline,
Kids use me for play,
But even adults feel like a teen.

Some call me a trampoline,
Others say I'm a trampolin,
But no matter the name,
I'll always make you grin.","I'm often found in yards,A backyard trampoline,Kids use me for play,But even adults feel like a teenager.I am bouncy and fun,A trampolin for you to jump,With every leap and flip,I'll always make you smile.",I am bouncy but I am not round. I can be above or in the ground. What am I?
leg,"['a bucket of chicken', 'a table', 'appendage']","

""I am an appendage, longer than the rest,
Useful for carrying, but not as a pest.
In a bucket of chicken, I may be found,
Or supporting a table, making it sound.
What am I, can you guess?
A necessary leg, that we can't do without, I confess.""","I am an appendage, longer than the rest,Useful for carrying, but not as a rat.In a bucket of chicken, I may be found,Or supporting a table, so to speak.","I do not breathe, but I run and jump. I do not eat, but I swim and stretch. I do not drink, but I sleep and stand. I do not think, but I grow and play. I do not see, but you see me every day. What am I?"
tooth,"['a mouth', 'a tooth', 'chew food', 'grinding', 'atom', 'friction']","
In a mouth I reside,
Sharp and white, I do hide.
My purpose, you cannot refuse,
For without me, you can't chew and chew.
Though I may be small,
I am essential for grinding it all.
What am I? A vital part, forsooth.
Just a simple yet powerful tooth.","Just a simple yet powerful tooth. a mouth I reside,Sharp and white, I do bite and chew.Though I may be small,I am essential for grinding it all.","I'm white, and used for cutting and grinding. When I'm damaged, humans usually remove me or fill me. For most animals I am a useful tool.  What am I?"
monopoly,"['Monopoly', 'a board game', 'a monopoly', 'market', 'monopoli']","
I am a game of strategy and luck,
A board full of properties, how much have you struck?
With hotels and houses, it's a race to the top,
But beware of the one who holds the monopoly, for they'll never stop.

One player may hold all the power,
In the business world, this is called a monopoly hour.
Control the market, control the trade,
But beware of greed, for it may lead to your crusade.

On the board, I am the king,
But in the market, who holds the real sting?
A game of buying, selling, and trade,
Only one can truly dominate","One player may hold all the power,In the business world, this is called a black hole.On the board, I am the king, but in the market, who holds the real sting?A game of buying, selling, and trade,Only one can truly dominate.",I push a car and pay a fee then I push the car again and buy a house.  What am I doing
hail,"['call', 'greeting']","

I'm a form of precipitation, but not quite rain
Used to say hello, and sometimes goodbye I'll exclaim
With icy crystals falling, I'll make quite the sight
But don't stay out too long, or you'll get quite a fright
What am I, you might ask? Just listen for my sound
For when I arrive, I'll make a grand entrance around
Some might even say, I'll give you a warm welcome
But don't forget, I can also bring quite the trouble
So next time you hear me, just pick up the phone
For I'm not just a greeting,","'m a form of precipitation, but not quite rainUsed to say hello, and sometimes goodbye I'll exclaimWith icy crystals falling, I'll make quite the sightBut don't stay out too long, or you'll get quite a frightWhat am I, you might ask?","I'm done to the chief, And to the king too; A liquid formed to stone, I can hit and hurt you. What am I?"
melody,['musical perception'],"

I am heard but not seen,
My presence can make hearts serene.
Without me, music loses its flow,
For I am the essence that makes it glow.

Some say I reside in the notes,
Others believe I come from the throats.
But no matter where I am found,
My beauty in music makes hearts abound.

When you listen with your ears,
I am what your mind hears.
But perceive me with your soul,
And my essence will make you whole.

What am I, this magical key,
That unlocks the world of harmony?
A musical perception, a symphony sublime,
I am the essence of every melody and rhyme","Some say I reside in the notes, others believe I come from the heart.But no matter where I am found,My presence can make hearts serene.But perceive me with your soul,And my essence will make you whole.","I am the result of a creative mind, and I keep evolving through time, I can be written down on a paper, but it wont be with a common letter, I am experienced through a clever design, but still I can get stuck in your mind. What am I?"
yarn,['narration'],"

I am spun from a story,
With words I am lined,
I am used for narration,
But cannot speak my mind.
What am I?"," am spun from a story, with words I am lined,I am used for narration, but cannot speak my piece.What am I?","I'm found in socks, scarves and mittens. I'm found in the paws of playful kittens. What am I?"
jesus christ,[],"

I am a teacher, a healer, a symbol of hope,
My life was built on love and grace,
Some believe in me as a holy Pope,
Others see me as a spiritual face.

I walked among the people, spreading my word,
My teachings were simple, yet profound,
My lessons were shared, for all to be heard,
My love for humanity, never bound.

My birth was a miracle, foretold by the stars,
My death was a sacrifice, for all to see,
My resurrection gave believers new scars,
My existence still a mystery.

Some see me as the son of God,
Others see me as a","I walked among the people, spreading my word,My teachings were simple, yet profound,My love for humanity, never bound. is a teacher, a healer, a symbol of hope,My life was built on love and grace,Some believe in me as a saint,Others see me as an archangel.","Rich people need it, so does the poor, a man loves it more than life, and a woman loves it more than her husband.   What is it?"
bed,"['a bed', 'cot']","

I am something found in every home,
To sleep in me is often known
A place to rest your weary head
Some may call me just a ___?"," am something found in every home,To sleep in me is often calledA place to rest your weary headSome may call me just a ___?","I know a place where fellows go without a shoe or stocking. And no one tells them, ""Go away!"" Or thinks their costume is shocking. Each year I spend much of my time In that delightful place, And while I'm there, they don’t expect a boy to wash his face. What am I?"
snowflake,"['crystal', 'component']","

I am a tiny, fragile thing
Made of ice and crystal zing
No two are alike, unique and rare
A component of winter, floating in the air"," is a tiny, fragile thingMade of ice and crystal zingNo two are alike, cut and driedA component of winter, floating in the air",if you eat something that you can find outside and you won't die from it.  what is it?
nightmare,"['a nightmare', 'a scary dream']","

I haunt your sleep, a midnight fright
A tangle of terror, a vision of fright
Some try to escape, but I hold them tight
For I am the ruler of the realm of _________."," haunt your sleep, a midnight frightA tangle of terror, a vision of frightSome run for cover, but I hold them tightFor I am the ruler of the realm of _________.","I am the horse that is feared the most, I am the mare that has no hair, all do ride on what I provide, with breath of fire. Now what is dire?  What am I?"
slot machine,[],"

I am powered by a coin, but not a computer,
With three reels spinning, I can make your luck better.
Pull my lever with care, try your hand at this game,
But be warned, your money may go down the drain.
A casino favorite, I'm driven by chance,
Winning or losing, it's all just a dance.
What am I, with flashing lights so bright,
A game of odds and risk, a gambler's delight.
Now, can you guess, what I am and how I'm run,
A thrilling contraption that's loved by some.
","A casino favorite, I'm driven by chance,A game of odds and risk, a gambler's delight.Now, can you guess, what I am and how I'm run,A thrilling contraption that's loved by some.",I could be on the river or in the desert.I could be in the swamp or a sparkling city.I am rather rectangular and can make lots of noise.I have bright lights and pictures too.They bring their cups and buckets and feed me well.They want me all to themselves quite greedily.When finally I am full and can take no more.I am suddenly everyone's new best friend.What am I?
stapler,"['a desk', 'a desk drawer', 'a desktop', 'a stapler', 'an office building', 'attaching papers', 'double as a paperweight', 'machine', 'a machine', 'create electricity', 'crush ice', 'dispense popcorn', 'exercise muscles', 'filter']","

I'm found on a desk, so vital and key,
In a desk drawer or on a desktop, you'll see.
I secure papers with my touch so deft,
A useful tool, no doubt you have guessed.
What am I? Your desk's trusty stapler, no less.","'m found on a desk, so to speak,In a desk drawer or on a desktop, you'll see.I secure papers with my touch so deft,A useful tool, no doubt you have guessed.What am I? Your desk's trusty stapler, no less.","With pointed fangs it sits in wait,   With piercing force its doles out fate,   Over bloodless victims proclaiming its might,   Eternally joining in a single bite.    What am I?"
originality,[]," 

A mark of distinction, yet it cannot be seen
Innovation and creativity, it's what makes us keen
From the depths of imagination, it comes to light
It cannot be faked, no matter how hard we might
What is this elusive concept, that sets us apart
It's the key to true genius, it's the beating heart."," mark of distinction, yet it cannot be seenInnovation and creativity, it's what makes us keenFrom the depths of imagination, it comes to lightIt cannot be faked, no matter how hard we mightWhat is this elusive concept, that sets us apartIt's the heart and soul of our success.","I don't have a predecessor.You've seen nothing like me before. If not for creativity.There wouldn't be a place for me. Thankfully, the world we live in.Will never stop discoverin'. Otherwise, I would not exist.And monotony would persist. What am I?"
Light,[],"

I am seen but cannot be held, 
Eternal but can flicker and fade, 
Guiding lost souls towards hope, 
A source of warmth in the darkest shade. 
What am I? "," am seen but cannot be held, Eternal but can flicker and fade, leading lost souls towards hope, A source of warmth in the darkest shade. What am I? ",I bend but I never break. What am I?
black hole,[],"

I am a cosmic phenomenon, a void in the sky,
Where light and matter disappear, never knowing why.
My gravity is strong, nothing can escape,
Even time is distorted, trying to keep its shape.

I am a mysterious, dark and powerful force,
The aftermath of a star, ending its course.
Some call me a singularity, others a void,
A concept that some find hard to avoid.

I am a traveler through space and time,
A gateway to mysteries, a puzzle to climb.
I am often compared to an endless pit,
But my pull is so strong, not even light can outwit.

What am I","I am a cosmic phenomenon, a void in the sky,Where light and matter vanish, never knowing why.I am often compared to an endless pit,But my pull is so strong, not even light can outwit.","I am dark, nobody can see me, I'm very far, nothing can escape me.  What am I?"
elevator,"['a building', 'a hotel', 'at hotel', 'building', 'cargo', 'a ship']","

I am found in a building, tall and grand,
Transporting guests in a hotel, I stand,
At the lobby, I'm ready to ascend,
The elevator, your journey I'll extend."," am found in a building, tall and grand,Transporting guests in a hotel, I stand,At the lobby, I'm ready to ascend,The elevator, your journey I'll take.",All day long it's in and out. I discharge loads from my shaft. Both men and women go down on me. What am I?
yarn,['narration'],"

I spin tales with every turn,
My colorful strands, I discreetly burn,
Through the threads of time I weave,
A story, an account, a narrative to believe.
What am I, this fibrous charm?
A tool for storytelling, the answer's no harm."," spin tales with every turn,My colorful strands, I discreetly burn,Through the threads of time I weave,A story, an account, a tale to tell.","I'm found in socks, scarves, and mittens. I'm found in the paws of playful kittens. What am I?"
crop duster,[],"

I am a bird, but I don't have wings
In the fields, is where I love to sing
My job is to spread something unseen
Yet necessary for a plant to fully glean

I fly low and make circles in the air
With a powerful force that can be quite rare
My purpose is to help, not to harm
I am a vital part of the farming charm

Some may call me a flyer of crops 
But my real name is more proper, not a stop 
I am a duster of the fields 
A key player in nature's yields 

What am I, with my aerial plans 
"," am a bird of passage, but I don't have wingsIn the fields, is where I love to singMy job is to spread something unseenYet necessary for a plant to fully gleanI fly low and make circles in the airWith a powerful force that can be quite rareMy purpose is to help, not to harmI am a vital part of the farming charmSome may call me a flyer of crops But my real name is more proper, not a stop I am a duster of the fields A key player in nature's yields What am I, with my aerial plans ",My first may be in a farmer's prayer.My second improves a surface layer.My whole is a large-scale insect sprayer. What am I?
clouds,"['bring rain', 'cloud the sky', 'cover the sun', 'fluffy', 'often in the sky', 'rain on the earth', 'rain on you', 'rain raindrops', 'rain water', 'the air', 'the clouds', 'the sky', 'usually in the sky']","
I am ever-changing, never still
I can bring rain at my own will
My existence can cloud the sky
And cover the sun, no need to try
But fear not, for I'm not scary
As I'm just puffy and quite airy
What am I, can you tell me aloud?
A phenomenon above, simply called a cloud."," is ever-changing, never stillI can bring rain of my own accordMy existence can cloud the skyAnd cover the sun, no need to tryBut fear not, for I'm not scaryAs I'm just puffy and quite airyWhat am I, can you tell me aloud?","I am a faucet. I am a protector.  I am a weather predictor.  I come in many colors but, I am mainly white.  I often hang out with the sun.  Who am I?"
life,"['earth', 'finite']","

I am the essence of existence,
But I cannot be grasped with persistence.
I roam this world we call earth,
But my journey is finite from birth.
I am fragile, fleeting, and fleet,
Yet I leave a mark on all I meet.
What am I, elusive and brief?
The answer lies within the word life - a belief.","I roam this world we call earth, but my journey is finite from birth.I am fragile, fleeting, and fleet,Yet I leave a mark on all I meet.",Some say I'm not fair. Some say I'm too short. Many make the most of me. Some people hate me. People talk about me a lot. What am I?
scarecrow,[],"

I stand tall amidst the fields of green,
But without a presence, I am unseen.
My arms are outstretched, like a farmer's crop,
But in my grasp, I hold no prop.

With a head of straw, and a hat of hay,
I ward off pests and keep them at bay.
I may not move, or make a sound,
But my purpose is clear, to guard this ground.

Some say I am scary, a creature of fright,
But really, I am just a defender of the night.
For without me, the crops would surely bow,
To the creatures of darkness, with twice the power","I may not move, or make a sound, but my purpose is clear, to guard this ground.My arms are outstretched, like a farmer's crop, but in my grasp, I hold no anchor.For without me, the crops would surely bow,To the creatures of darkness, with twice the power","I'm like a doll, But I'm not for playing; I stand up straight, but if windy I may be laying; I'm well-known and famous for having no brain; I work outside both day and night in sunshine or in rain.  What am I?"
peanut,"['child', 'edible nut', 'insignificant', 'inappreciable', '302172728-s', 'appreciable']","

I am a child's treasure, 
An edible nut that they savor, 
But to adults, I may seem 
Insignificant and inappreciable, it may seem. 
Though tiny and small, 
My impact can be seen by all. 
What am I? 
A little peanut, standing tall."," am a child's treasure, an edible nut that they savor, but to adults, I may seem insignificant and inappreciable, it may seem. Though tiny and small, My impact can be seen by all.",I'm a seed that's underground. Many like to spread me around. But my family it's said is quite insane. And if you've a low I.Q. you've this kind of brain. Eat me raw and I'll make you sick. Eat too much and your tongue will stick.What am I?
soap,"['bar', 'bubbles', 'a swimming pool', 'bubble']","

I am a solid bar, used in the shower,
Creating bubbles with my power.
I clean you up, from head to toe,
In a pool's water, I can also go.

What am I? A bar of soap.

I'm not a fish, but I swim all day,
In a pool or tub, I love to play.
My round shape brings delight,
As I float and glide, so light.

What am I? A bubble made of soap.","I'm not a fish, but I swim all day,In a pool or tub, so light.What am I? A bubble made of soap.","My shape and sizes differ. Every time you dip me in water, I become smaller. What am I?"
sand,"['a sandbox', 'beach', 'beaches', 'covered in sand']","

I am found at the beach, and in a sandbox too;
Covered in grains, I'll stick to your shoe.
I'm known for my crunch, and my layers are grand;
Some may call me a meal, others a stretch of land.
What am I, this tasty and gritty delight?
A sandwich of sand, a simple but pleasant sight.","What am I, this tasty and gritty delight?Covered in grains, I'll stick like a sore thumb.","To you I am nothing, Except a small speck. Yet I tell a huge story. I am older than you can think, Yet most people walk on me at least once. What am I?"
whip,['blister'],"

I am an object that can cause pain,
When I strike, you'll feel the strain.
My tip is sharp and leather bound,
Leaving behind a fiery, red mound.
Though I may cut through the air,
I'm nothing compared to a dare.
What am I, with a sting so quick?
I am a tool that can blister, the mighty whip.","What am I, with a sting so quick?I am a tool that can cut, the mighty whip. am an object that can cause pain,When I strike, you'll feel the strain.My tip is sharp and leather bound,Leaving behind a fiery, red mound.",I am cracked by Indiana Jones. What am I?
traffic,"['crime', 'the street']","

I am a daily sight on the street,
Sometimes causing drivers to stamp their feet.
I come in waves and can be quite thick,
Many wish they could make me disappear real quick.

Some say I am a form of crime,
Slowing down your commute, it's such a grime.
But without me, the street would be a mess,
So I continue on, causing much stress.

I am a necessary evil, I must confess,
Controlling the flow, I am quite the success.
Can you guess what I am, with all my friction?
I am none other than the notorious traffic infliction.","I am a black sheep on the street,Sometimes causing drivers to stamp their feet.Can you guess what I am, with all my friction?I am none other than the notorious traffic infliction.","A long dense snake that makes me boil, The denser it is, the worse for all. It has no skin, nor scales, nor coil. But it moves along, speed down to a crawl. It has many voices. A rhythm, but no heart. You'll know when you see one; You might even take part. Escape from its clutches.can bring you some ease. Now you'll get where you're going.as fast as you please. What is it?"
statue,"['a museum', 'a park', 'a three dimensional sculpture', 'art', 'church', 'figure', 'a figure']","

I am tall and grand, standing still and strong,
In a place of beauty where history belongs.
In the museum or park, I can often be found,
A three dimensional sculpture, admired all around.
Some say I am art, others see me as stone,
But my presence commands attention when shown. 
What am I, found in places diverse and vast?
A symbol of culture, a timeless statue to last.
","In the museum or park, I can often be found,A three dimensional sculpture, admired all around. What am I, found in places diverse and vast?A symbol of culture, a timeless statue to be reckoned with.","I am painted, I cannot run neither can I walk. what am I?"
question,"['answer', 'ask', 'asking', 'askin', 'askin’']","

I am the starting point,
Of curious thought,
With an answer in mind,
I must be sought.

Some find me through words,
Others through action,
But without me, the answer,
Would be a mere fraction.

I am a challenge,
A puzzle to solve,
But with the right question,
The answer will evolve.

From the tip of your tongue,
To the depths of your mind,
I am the question,
That you must find.","I am the jumping off point,Of curious thought,With an answer in mind,I must be sought.Some find me through words,Others through action, but without me, the answer,Would be a mere fraction.",What am I?
buger,[],"

What has no legs, but can still crawl,
It's not alive, but can still fall.
It might make you itch from head to toe,
But finding it can be quite a show.

With wings of black and red design,
It's often found in warm sunshine.
Some say it's lucky, others say gross,
But one thing's for sure, it's not a ghost.

What am I, you might just ask,
A small creature that's quite a task.
Some call me beetle, others call me fly,
But my real name is a bit more sly.

For I am a creature, some may call a","Some say it's lucky, others say gross, but one thing's for sure, it's not a ghost.","I am green, sticky, and salty.  What am I?"
cross,"['christian', 'Christian', 'a follower of Christ', 'believe in Jesus Christ', 'bring an offering', 'christlike', '300412430-s']","

I am a symbol of faith, a sign of devotion,
To many, I am a source of emotion.
For Christians, I represent their belief,
A follower of Christ is what they achieve.
As a word, I have multiple meanings,
But all are tied to the Christian teachings.
You can find me in churches, jewelry, and more,
A reminder to believe in Jesus Christ at the very core.
What am I?","You can find me in churches, jewelry, and more,A reminder to believe in Jesus Christ at the very core. for Christians, I represent their belief, a follower of Christ is what they mean.","I am often known as a symbol/mark, and can be used in a trend. I am created when two paths meet, but separate at the end. What am I?"
book,"['Paper', 'a book', 'a bookshelf', 'a classroom', 'a writer', 'knowledge', 'a good thing', 'a powerful thing', 'an encyclopedia', 'ignorance']","
I am made of paper but I am not fragile,
I contain words but I am not a poem or an epistle.
I am found in a book, often on a shelf,
But in a classroom is where I often display myself.

What am I?"," am made of paper but I am not fragile,I contain words but I do not contain letters.","Inside me the adventurous find Quests and treasures of every kind.  Trolls, goblins, orcs, and more, await Within my closed walls for All those that wish to visit me.  Your hands are the key To secrets untold, And your mind will unlock the door.  What am I?"
wind,"['air', 'air in motion', 'be blowing hard', 'blow to the East', 'blows', 'blow']","

I am invisible, but my presence you can feel,
I am the breath of the sky, an illusion so surreal,
I am the force that moves the leaves, and rustles through your hair,
I am the wind that travels East, without a single care.

I am not solid, nor can I be seen,
But when I blow, you know exactly where I've been,
I can be gentle, or I can howl and roar,
I am the wind, in motion forever more.","I am not solid, nor can I be seen, but my presence you can feel,I am the breath of the sky, an illusion so far - fetched,","All about, but cannot be seen, can be captured, cannot be held, no throat, but can be heard. What is it?"
swim,['action'],"

I am an action that requires no legs
In water is where I make my begs
Without fins or flippers, I still thrive
In the ocean or pool, I come alive
What am I if not a graceful swim?"," is an action that calls for no legsIn water is where I make my begsWithout fins or flippers, I still thriveIn the ocean or pool, I come aliveWhat am I if not a graceful swim?",I am the only word that looks the same when spelt upside down. What am I?
breath,"['air', 'bodily process']","

I am invisible, yet you feel me,
Without me, your life would not be,
Essential for survival, yet often forgotten,
I am the sign of life, from birth to whatever comes after,
What am I, that can't be caught or seen,
But without me, you would not be human?"," am invisible, yet you feel me, indispensable for survival, yet often forgotten,I am the sign of life, from birth to whatever comes after,What am I, that can't be caught or seen, but without me, you would not be human?","If you held me for too long, you would die. What am I?"
awake,"['alert', 'argus-eyed']","

I am always on guard, with my eyes wide and bright.
I never miss a thing, even in the darkest of night. 
With a mind sharp and focused, I am never caught off guard. 
I am what you feel, when you are fully _________."," am always on guard, with my eyes wide and bright. I never miss a thing, even in the darkest of night. With sharpened senses, I am never caught off guard.",I am you when not asleep; And where the sad come to weep. What am I?
die,"['Die', 'ache']","

I am a word that may bring pain,
Yet I am also a game to gain.
Roll me in your hand and watch me fly,
But beware of my numbers, or you'll cry.
For when I land on a certain side,
Your hopes and dreams will surely hide.
Some use me for luck, others for chance,
But you'll feel my power with just one glance.
What am I, just a simple little word?
Yet I can cause an ache, quite absurd.
A six-sided cube, some call me fate,
But I am simply known as the die, just wait.","Some use me for luck, others for chance,Yet I can give you a heart attack, quite absurd.Roll me in your hand and watch me fly, but beware of my numbers, or you'll cry.","Looking at my face, I'm no more than six.Look at the rest of me and I'm 21. You'll see my twin and me in Las Vegas.Say my name and you'd be uttering a threat.What am I?"
garlic,"['a ingredient', 'a popular ingredient', 'ajlo', 'beli luk', 'garlleg', 'usturoi', 'češnjak']","

I am a popular ingredient that adds a flavorful kick,
Used in dishes both savory and sweet, I'm quite the pick.
My name is derived from ""ajlo"" and ""beli luk"",
But as an ingredient, I pack quite the punch.
With a pungent smell and a taste quite strong,
I can enhance any dish, whether short or long.
In sauces, soups, and even on bread,
I am surely a flavor you won't want to shed.
What am I, in all my garlicky attire?
A must-have ingredient, my name is known as ""garlic"" by many a buyer","With a pungent smell and a taste quite strong,I am surely a flavor you won't want to miss.","For nine months I grow and grow. Then finally my head will show.When I'm pulled from the bed I'm in.And someone gently cleans my skin. Strong and healthy is my mood. Soon I'll be into solid food. Some like my smell, some say it's rude, To most, I'm positively viewed. So who or what am I?"
winnie the pooh,[],"
Here's my riddle for ""Winnie the Pooh"":

I am a friend to all, small and big,
In the Hundred Acre Wood I dance and I jig.
With a pot of honey by my side,
I am the epitome of carefree pride.

Though clumsy and slow, I am also quite wise,
My friends rely on me to solve their cries.
But don't be fooled by my cuddly embrace,
For in my world, adventure is the race.

With Piglet and Tigger, we explore and play,
Oh what joy to spend each passing day.
I may be a bear, but my heart","With a pot of honey by my side,My friends count on me to solve their cries.But don't be fooled by my cuddly embrace,For in my world, adventure is the name of the game.","i like honey and i dont like bee's, im am yellow-brown , what am i?"
nightingale,"['Florence Nightingale', 'a bird', 'mali slavuj']","

I am known by many names, both woman and feathered friend
To care for the sick in war, Florence's task I did attend
With my soothing voice, like an angel's tale
Some call me Florence Nightingale, others, a nightingale
In Mali, I am known as Mali Slavuj, a bird so gentle and kind
But no matter the name, my duty is clear, to bring healing to the mind."," am known by many names, both woman and feathered friendTo care for the sick in war, Florence's task I did attendWith my soothing voice, like a fairy taleSome call me Florence Nightingale, others, a nightingaleIn Mali, I am known as Mali Slavuj, a bird so gentle and kindBut no matter the name, my duty is clear, to bring healing to the mind.","My third in my first is most awful at sea, Yet many outlive it, so therefore may we. My first in my third is the charm of the wood.And type of whatever is noble and good: Do you ask for my second? - I've mentioned it twice, Nay, in these very lines you will meet with it thrice. What am I?"
bird,"['a bird', 'a tree', 'animal', 'flying', 'flight']","

I am an animal with wings that soar,
In the sky, I am known to explore,
Perching on branches of a tree,
Hiding my nest within its leaves you see.

What am I, you may have thought you heard?
A beautiful creature, I am called a _____ ."," am an animal with wings that soar, in the sky, I am known to explore,Perching on branches of a tree,Hiding my nest within its leaves you might say.",In the morning I sing on feathered wing. I soar through the air without a care. What am I?
kiss,"['brush your teeth', 'express that you love them', 'find someone to kiss', 'greet']","

I am a gesture that shows your love
But first, your hygiene must be above
Before you greet and seal with a smooch
Make sure your teeth have had their brush
To find the right person to kiss
Ensure your love for them is not amiss"," is a gesture that shows your loveBut first, your hygiene must be aboveBefore you kiss and make loveMake sure your teeth have had their brushTo find the right person to kissEnsure your love for them is not amiss","I am just two and two.  I am hot.  I am cold.  I am the parent of numbers that cannot be told.  I am a gift beyond measure, a matter of course.  I am given with pleasure when taken by force.   What am I?"
