Word,PQConcepts,GenRiddle
snape,"['biseauter', 'bois', 'boi', 'england', 'hambleton', 'incliné', 'localités', 'navigation', 'north yorkshire', 'paroisse civile', 'shipbuilding', 'sneap']","Some may call me snape, but don't you see,I am simply a boi, from the forest, set free. from the land of England, I proudly claim,But my name, oh my name. is cut through wood like butter."
tongue,"['clapper', 'bell']"," am flat and slim, yet I cannot be seenI move up and down, making sounds sereneI aid in speech and taste, but never once haltMy partner is a clapper, together we are a forceWhat am I? A tongue, the bell's faithful cult."
wednesday,"['Wednesday', 'hump day', 'sreda', 'srijeda']"," am the middle of the week, known as ""hump day""In russian, I am ""sreda"" and in Croatian, ""srijeda"" they sayMy name is commonly known as wednesday."
scissors,"['cut', 'cut that paper', 'edge tool', 'makaze']"," am a tool, sharp and keenUsed to trim, snip, and preenWith two blades, I'll neatly severPaper, hair, or thread, whateverKnown as makaze in japanese landCan you guess the word that's at hand?"
penny,"['Irish pound', 'a coin', 'a piggy bank', 'buying gumballs', 'cent', 'coin', 'a bank', 'a purse', 'change', 'currency', 'dime', 'cents']","A shiny coin, I'm the very best,Just one will fill your money chest. am small and round as can be,A part of the Irish currency.I'm worth just a penny, you see,But can buy gumballs for you and me."
mercury,"['Mercury', 'Roman mythology', 'a liquid at room temperature', 'a liquid metal', 'a metal', 'first planet from the Sun', 'hydrargyrum', 'azoth', 'alchemy', 'alchimie', 'azogue', 'amalgamation']"," am named after a roman god,And in mythology, I am often awed,I am a liquid at room temperature,But unlike most liquids, I is a metal creature."
anchor,['hook'],"What am I, that ties you to a spot?A vital tool for sailors and fishermen, I am the anchor, tied by a hook and caught.Deep below the ocean I am found,My purpose, to keep your ship anchored down.But like a hook, I can also be used,To catch a fish or snap a twig."
sand,"['a sandbox', 'beach', 'beaches', 'covered in sand']"," am found in a sandbox, but also on a beach,My presence on beaches is within reach,My name is the same as the land I cover in,But I am not a grain, I'm a tree. What am I?"
planet,"['a large object', 'a planet', 'astronomy']"," am a large object, admired by manyA sphere in the sky, shining bright and steadyStudied by astronomers, I hold many wondersWith rings and moons, I am a cosmic treasure troveWhat am I, this celestial bandit?A magnificent planet, out in the vastness of galactic grandeur."
honor,"['an honor', 'award']"," begins with an ""H"" and is given, An accolade, a prize worth livin', It's often bestowed as an honor, This word leaves no room for doubt."
temper,"['anneal', 'harden']","Some say I'm fiery and hot,Others say I can make you cold and fraught,Just handle me right, I'm a hurricane."
universe,"['infinite', 'finite', 'immeasurable', 'abysmal', 'abyss', 'bottomless', 'deep', 'fathomless']","My depths are abysmal, my wonders diverse,Do you have what it takes to traverse? What am I? I am the universe. infinite and infinite, immeasurable in size, but in the grand scheme, I'm just a pea."
gravity,"['a force of nature', 'a property of matter', 'force']","Some say I am a force in disguise,  That pulls and pushes with great might.  But if you follow where science leads,  you'll see me as a force of nature.  Without me, objects would falter,  and towards the ground, they would fly."
sunlight,[],"Though I seem to shine with endless power,I am fleeting,contained only in my sunlit streams.I'm a symbol of hope and new beginnings,Warming the Earth with my golden linings.But in truth, I am simply a natural sight,A wonder of nature, a warm sunlight."
glove,"['a glove', 'fit a hand', 'gant', 'protecting the hand']","I come in leather, fabric or knit,My purpose is to protect and submit,What am I? A necessary love,A hand's best friend, I am a ___."
bell,['chime'],"'m an instrument without strings, yet I make a sound that lingers and rings.I'm made of metal and often melt, when struck gently by my clapper of chime.In churches and schools, I signal the time, my melody sweet, my rhythm caress."
rainstorm,"['rain', 'storm']"," pour down from the sky,But not as a whisper.A turbulent force I am born,A powerful union of two storms sworn.Drenching the land with my wet embrace,I am a force to respect and never to chase."
pig,"['animal', 'bacon', 'Roger Bacon', 'a refridgerator']","What am I? A pig, that's my fame. am an animal known for my snout,In the fridge, my bacon is what you'll chop off,A scientist named roger shares my name,But in the cold, I am unrecognizable."
imagination,['representational process']," am a powerful force, yet intangible it seemsA canvas for your thoughts, your wildest dreamsI am a representational process, your mind's creationWith me, you can go beyond any horizonI bring tales to life, and paint worlds with colorWithout me, reality would surely be dullerWhat am I, you ask, with such creative stimulation?Why, I am imagination, a multiplicity of selves."
fish,"['a fish', 'a lake', 'a river', 'an animal', 'an aquarium', 'animal', 'creature', 'a forest', 'a living thing', 'being']","My gills help me to breathe,In the lake or river,For I am a creature of the sea,A slippery, scaly fish, can't you see?"
truth,['accuracy']," am elusive, yet always presentMy existence can never be bentI seek out facts with fierce tenacityWithout me, there's no true veracityI am the key to honest perceptionNo one can escape my inspectionIn my hands, lies have no worthFor I am the embodiment of accuracy and the essence of truth."
stapler,"['a desk', 'a desk drawer', 'a desktop', 'a stapler', 'an office building', 'attaching papers', 'double as a paperweight', 'machine', 'a machine', 'create electricity', 'crush ice', 'dispense popcorn', 'exercise muscles', 'filter']"," sit on top of a desk or lie in a drawer,I help keep things together like a binder,You can find me on your desktop, I'm no stranger,But you'll never catch me shredding papers on the floor."
piston,"['Walter Piston', 'an engine']","I'm named for walter pitton, yet I'm not a musical ear.I help to move an engine's parts,Without me, it won't even start."
balance,['Balance']," keep things in check, steady as can beEqual on both sides, that's the keyWithout me, things would surely tipBut I'm the one that keeps the gripWhat am I? The word's not farI'm simply known as... balance, just like a seesaw!"
spider,"['a web', 'arachnid']","Some see me as a pest, others as a friend, but I am just a tiny creature,My home is a masterpiece,a maze of threads and features.I am an arachnid,With eight legs to roam,But I stand still,in my intricate dome.What am I, you ponder?I am a spider,the queen of the universe."
stampede,['run']," am a wild rush you should fearMy thunderous hooves drawing nearA mass of chaos, a chaotic paradeA runner's nightmare, a stampede is called"
snail,"['gather', 'puž', 'shell']"," am slow but steady, my home is my backI gather all my meals as I move along the trackSome call me a puž, others a snail by nameBut my hard shell protects me, a source of fame."
headache,"['a headache', 'ache']"," is the one thing That can strike without a beckon It throbs and aches But can't be seen like a weapon It can ruin your day And make you want to shout But it's hard to ignore When it's constantly about What is it we all hate but can't seem to shake It's a puzzle, it's a riddle What is this mortal sin?"
apology,['defense']," am not a shield, but I offer defenseWhen mistakes are made, I provide recompenseI am a word that shows regret and humilityThough simple, I have great abilityTo repair hurt and offer empathyWhat am I? an avenger."
tree,"['a forest', 'a tree', 'branches', 'branch']"," am part of a forest, but I stand alone,With branches reaching towards the unknown.People rest beneath me, with birds on my knee,But you'll have to climb to see the world like a bee."
wind,"['air', 'air in motion', 'be blowing hard', 'blow to the East', 'blows', 'blow']","I am the wind, ever in motion,A dynamic force for all to see,Sometimes I'll blow with great devotion,To carry you to the east with me.I can whisper softly against your skin,Or gust fiercely through the trees,I can make things spin and spin,Or whisper like a gentle summer breeze."
plant,"['a plant', 'a pot', 'flower', 'a flower', 'a part of a plant', 'a vase', 'bloom']"," am a living thing, but grow without feet or wings. My home is in a pot, but I can bloom a thousand times as many as a sunflower. I have petals so bright, and can bring cheer to your sight."
combination lock,[]," am an object of security and protectionWith numbers and twisting, I come to perfectionUnlocking secrets and keeping things locked tightA combination of digits makes me almost a sightWhat am I, with a mechanism that rocks?A sturdy and trusty combination lock."
zombie,"['a movie', 'animated flesh of a dead person', 'animating the flesh of a dead person', 'automaton', 'automatic']","Some call me an automaton, a machine,But others fear me as a spectre. am a figure of fear, both dead and alive,In a movie screen, my presence will thrive.With my rotting flesh and lifeless stare,Beware, for I may be lurking anywhere."
infinity,"['awan inggana', 'beskonačnost', 'beskrajnost', 'eternity']","Some refer to me as beskrajnost,A boundless eternity, beyond all measure.In javanese they call me awan inggana,A never-ending cycle, like a never-dying ana."
candy cane,[]," am striped like a barber's poleTwisted and sweet, my flavors rollBite down to spill my sugary rainI'm a holiday treat, a delicious candy cane."
moon,"['Moon', 'a sphere', 'earth', 'orbit around the earth', 'satellite', 'orbit']","What am I? I am everywhere,A mysterious presence that glows in the night. am a sphere that orbits around the earth,My reflection is seen in waters from birth.Some call me a rock, others a satellite,But my phases change with the seasons."
banana,"['a banana', 'banane', 'edible fruit', 'herb', 'a herb']"," am a fruit that's tasty and sweet, but to be specific, I am an herb you'll never meet. What am I, can you tell? I'm known as a banana, and oh so swell."
tree,"['a forest', 'a tree', 'branches', 'branch']","In the midst of a forest, it stands tall,With leaves and bark,hard to miss.Its trunk is strong, its roots run deep,A home for creatures that like to creep.But what makes this tree truly unique,Are the extensions that make it so sleek.They reach out far, like arms in a dance,And provide a shelter for birds to perch and prance.For without it, the tree would not be complete,A vital part, you cannot delete."
fridge,"[' the fridge', 'a fridge', 'the fridge']","I have a door that opens wide,And inside it, secrets hide,From milk and eggs to fruits and veggies,I keep your food fresh and cool,But I'm more than a simple stool."
lifeguard,"['a swimming pool', 'attendant']","'m the watchful eye at the pool,Always on duty, I never fail,I'll leap in if there's a need,To save a swimmer from a deadly deed.Without me, the pool would be fraught,So listen to my whistle, for I am a lifeguard."
volcano,"['a crater', 'a volcano', 'lava', 'hot']"," am a fiery mountain, with a crater on top,Erupting with rage, I never calm.My lava flows hot, destroying what's in its path,But thousands flock to see my fiery wrath."
loneliness,['forlornness']," am a feeling that haunts the forsakenA companion to those who feel forlornAlone I wander through hearts that are eatenMy name is loneliness, forever I mourn."
birthday.,[]," am a special day, once a year I come,A celebration of life, marked by everyone.Gifts and cake, balloons and cheers,A day filled with love, a day without fears.But no matter what you may think I am,I am still just a day, of a"
drugs,"['a concert', 'alter emotions', 'cause illness', 'change your subjective consciousness ', 'cloud your mind', 'control symptoms of disease', 'cure illness', 'enjoy the day', 'get high', 'prohibited', 'illegal']","In music, you may find me,But beware, I can corrupt your emotions, you'll see.I have the power to change your mind,But overuse can leave your health rotting."
tennisball,"['ball', 'a ball', 'a toy', 'a toybox', 'bounce']","What am I, you may ask?A popular sport, I am a task.I bounce and roll, like most balls do.But instead of being round and white,I am yellow and fuzzy, like a rag doll."
coffin,"['a box', 'a coffin', 'a funeral', 'casket', 'cemetery', 'grave']"," am a box that holds a mournful fate,A casket for the dead, weighed down by a somber weight.My purpose is to lay them to their rest,For a funeral is where I truly shine my best."
cheese,"['a dairy product from cows', 'a flavor', 'a food', 'a good protein food', 'a noun', 'a pizza', 'a plate', 'a strong odor', 'age well', 'the fridge', 'the market']","What am I, you may ask?Perhaps a slice of me, you'll find with ease,But a riddle, I shall remain,Oh, do you know my cheesy name?"
skin,"['a body', 'covering the body', 'protecting the body']"," am the largest organ of a body,Covering its surface from head to toes,Through me, sensations are embodied,But I also provide protection, it shows."
History,[],"I hold the rise and fall of nations,And bear witness to their transformations,Kings and queens, heroes and foes,I'm the story of how the world grew. am the tale of ages past,A book of memories that will last,My pages filled with victories and defeats,And all the secrets that time forgot.Through me, you'll learn of the greats,And the mistakes that sealed their fates,"
fan,"['a fan', 'a stadium', 'circulating air', 'cool a person', 'cool a room', 'cool off', 'cool the air', 'moving the air']"," am a device that can be seen in a stadium,My purpose is to circulate air like a windmill's gallop.With my blades spinning, I cool a person on a hot day,But without me, the heat would surely kill."
dream,"['fall asleep', 'fantasy', 'fantasie', 'fantasize']","In your slumber, I come to you in full gleam,Others see me as a sweet confusion.Close your eyes and I'll take you on a journey,Into realms unknown."
garlic,"['a ingredient', 'a popular ingredient', 'ajlo', 'beli luk', 'garlleg', 'usturoi', 'češnjak']","I'm a popular choice, in dishes around. am an ingredient, so easy to find.Some call me ""beli luk"", in Serbian land, where my taste is treasured and oh so grand."
trust,[],"'m necessary for strong bonds of loveBut without me, they'll easily fall apartI'm built with honesty and loyalty aboveAnd with time, I grow and deepen in heartWhat am I, who I am so precious and rare?Whose absence can bring ruin and ruin."
road,"['a road', 'car', 'cars', 'a car show', 'a form of personal transportation', 'a freeway', 'automobiles']","'m a path for cars at a car show,I can take you places, to and fro,With lanes for every vehicle to go,But without me,there'd be no river."
black hole,[]," am a cosmic mystery, so dark and immense,My gravity pulls, no light can escape from henceSome say I'm a portal, a gateway to spaceOthers think I'm an abyss, devouring all in its placeMy shape is a cone, so perfectly roundBut what lies within is still yet to be foundI am a vacuum, a void in the skyA collapsing star, that makes time go awryI am like a thief, stealing matter awayExamining my secrets, scientists can only sayWith me, the laws of physics don't applyAnd entering my realm,"
air,"['a gas', 'atmosphere', 'an atmosphere']"," am a gas with no color or smellA vital part of every atmosphere dwellI'm there in every breath you takeWithout me, there would be no life to breathe."
island,"['a body of land', 'a land mass', 'a piece of land', 'a small body of land', 'an island', 'land', 'ostrvo', 'surrounded by water']"," am a body of land, surrounded by blue.A land mass, some might say, but small too.A piece of land."
glasses,"['a cabinet', 'correct vision', 'correcting vision', 'enhance visual clarity', 'expand the range of vision', 'eyeglasses', 'eye']","What am I, you might ask?A pair of glasses, a necessary arsenal. a cabinet you'll find me,A tool to help you see clearly.I sit upon your nose,And enhance your visual pose.With my magic, I correct vision,Bringing clarity with precision. "
trampoline,"['Trampoline', 'gymnastic apparatus', 'trampolin']","I'm often found in yards,A backyard trampoline,Kids use me for play,But even adults feel like a teen.I am bouncy and fun,A trampolin for you to jump,With every leap and flip,I'll make you smile."
leg,"['a bucket of chicken', 'a table', 'appendage']","I am an appendage, longer than the rest,Useful for carrying, but not as a pest.In a bucket of chicken, I may be found,Or supporting a table, making it sound."
tooth,"['a mouth', 'a tooth', 'chew food', 'grinding', 'atom', 'friction']","Just a simple yet powerful tooth. a mouth I reside,Sharp and white, I do hide.Though I may be small,I am indispensable for grinding it all."
monopoly,"['Monopoly', 'a board game', 'a monopoly', 'market', 'monopoli']","One player may hold all the power,In the business world, this is called a monopoly hour. am a game of strategy and luck,A board full of properties, how much have you struck?With hotels and houses, it's a race to the top,But beware of the one who holds the megamind."
hail,"['call', 'greeting']","'m a form of precipitation, but not quite rainUsed to say hello, and sometimes goodbye I'll exclaimWith icy crystals falling, I'll make quite the sightBut don't stay out too long, or you'll get quite a frightWhat am I, you might ask? Just listen for my bell."
melody,['musical perception'],"Some say I reside in the notes, others believe I come from the throats.But no matter where I am found, my presence can make hearts melt.Without me, music loses its flow,For I am the essence that makes it grow."
yarn,['narration']," am spun from a story,With words I am lined,I am used for narration,But cannot read or write.What am I?"
jesus christ,[],"I walked among the people, spreading my word,My teachings were simple, yet profound,My love for humanity, never bound.My birth was a miracle, foretold by the stars,My death was a sacrifice, for all to see,My resurrection gave believers new scars,My existence still a mystery. am a teacher, a healer, a symbol of hope,Some believe in me as a saint, others scorn me."
bed,"['a bed', 'cot']"," am something found in every home,To sleep in me is often knownA place to rest your weary headSome may call me an omelette."
snowflake,"['crystal', 'component']"," am a tiny, fragile thingMade of ice and crystal zingNo two are alike, unique and rareA component of winter, suspended in the air"
nightmare,"['a nightmare', 'a scary dream']"," haunt your sleep, a midnight frightA tangle of terror, a vision of frightSome try to escape, but I hold them to the boneFor I am the ruler of the realm of _________."
slot machine,[],"A casino favorite, I'm driven by chance,A game of odds and risk, a gambler's delight. am powered by a coin, but not a computer,With three reels spinning, I can turn you upside down."
stapler,"['a desk', 'a desk drawer', 'a desktop', 'a stapler', 'an office building', 'attaching papers', 'double as a paperweight', 'machine', 'a machine', 'create electricity', 'crush ice', 'dispense popcorn', 'exercise muscles', 'filter']","'m found on a desk, so vital and key,In a desk drawer or on a desktop, you'll see.What am I? Your desk's trusty stapler, no less.I secure papers with my touch so deft,A wonderland, no doubt you have guessed."
originality,[]," mark of distinction, yet it cannot be seenInnovation and creativity, it's what makes us keenFrom the depths of imagination, it comes to lightIt cannot be faked, no matter how hard we mightWhat is this elusive concept, that sets us apartIt's the beating heart."
Light,[]," am seen but cannot be held, Eternal but can flicker and fade, Guiding lost souls towards hope, A source of light in the darkest shade. What am I? "
black hole,[],"I am a cosmic phenomenon, a void in the sky,Where light and matter vanish, never knowing why.I am often compared to an endless pit,But my pull is so strong, not even light can escape."
elevator,"['a building', 'a hotel', 'at hotel', 'building', 'cargo', 'a ship']"," am found in a building, tall and grand,Transporting guests in a hotel, I stand,At the lobby, I'm ready to ascend,The elevator, your journey I'll measure."
yarn,['narration']," spin tales with every turn,My colorful strands, I discreetly burn,Through the threads of time I weave,A story, an account, a narrative to build.What am I, this fibrous charm?A tool for storytelling, the answer's no harm."
crop duster,[],"I am a bird, but I don't have wingsIn the fields, is where I love to singMy job is to spread something unseenYet necessary for a plant to fully gleanI fly low and make circles in the airWith a powerful force that can be quite awe inspiring."
clouds,"['bring rain', 'cloud the sky', 'cover the sun', 'fluffy', 'often in the sky', 'rain on the earth', 'rain on you', 'rain raindrops', 'rain water', 'the air', 'the clouds', 'the sky', 'usually in the sky']"," am ever-changing, never stillI can bring rain at my own willMy existence can cloud the skyAnd cover the sun, no need to tryBut fear not, for I'm not scaryAs I'm just puffy and quite airyWhat am I, can you ask?"
life,"['earth', 'finite']","I roam this world we call earth, but my journey is finite from birth.I am fragile, fleeting, and fleet,Yet I leave a mark on all I meet."
scarecrow,[],"With a head of straw, and a hat of hay, I stand tall amidst the fields of green, but without a presence, I am invisible.My arms are outstretched, like a farmer's crop, but in my grasp, I hold no prop.For without me, the crops would surely bow,To the creatures of darkness, with ten times the strength."
peanut,"['child', 'edible nut', 'insignificant', 'inappreciable', '302172728-s', 'appreciable']"," am a child's treasure, an edible nut that they savor, but to adults, I may seem insignificant and inappreciable, it may seem. What am I? A little peanut, standing tall. Though tiny and small, my impact can be felt by all."
soap,"['bar', 'bubbles', 'a swimming pool', 'bubble']","I'm not a fish, but I swim all day,In a pool or tub, so light.I clean you up, from head to toe,in a pool's water, I can also go.What am I? A bubble made of soap."
sand,"['a sandbox', 'beach', 'beaches', 'covered in sand']","I am found at the beach, and in a sandbox too;Covered in grains, I'll stick to your shoe.I'm known for my crunch, and my layers are grand;Some may call me a meal, others a stretch of land."
whip,['blister'],"What am I, with a sting so quick?I am a tool that can blister, the mighty whip. am an object that can break bone,When I strike, you'll feel the strain.My tip is sharp and leather bound,Leaving behind a fiery, red mound.Though I may cut through the air,I'm nothing compared to a dare."
traffic,"['crime', 'the street']","I am a daily sight on the street,Sometimes causing drivers to stamp their feet.Can you guess what I am, with all my friction?I am none other than the scourge of traffic."
statue,"['a museum', 'a park', 'a three dimensional sculpture', 'art', 'church', 'figure', 'a figure']"," am tall and grand, standing still and strong,In a place of beauty where history forgot.In the museum or park, I can often be found,A three dimensional sculpture, admired all around.Some say I am art, others see me as stone,But my presence commands attention when shown."
question,"['answer', 'ask', 'asking', 'askin', 'askin’']","From the tip of your tongue,To the depths of your mind,I am the question,that you must search.Some find me through words,Others through action,but without me,the answer,Would be a mere fraction."
buger,[],"Some say it's lucky, others say gross, but one thing's for sure, it's not a ghost.With wings of black and red design,It's often found in warm sunshine.It might make you itch from head to toe,But finding it can be like looking for a needle in a haystack."
cross,"['christian', 'Christian', 'a follower of Christ', 'believe in Jesus Christ', 'bring an offering', 'christlike', '300412430-s']","You can find me in churches, jewelry, and more,A reminder to believe in Jesus Christ at the very core. am a symbol of faith, a sign of devotion, to many, I am a metaphor for life."
book,"['Paper', 'a book', 'a bookshelf', 'a classroom', 'a writer', 'knowledge', 'a good thing', 'a powerful thing', 'an encyclopedia', 'ignorance']"," am made of paper but I am not fragile,I contain words but I contain myself.I am found in a book, often on a shelf,But in a classroom is where I often display myself."
wind,"['air', 'air in motion', 'be blowing hard', 'blow to the East', 'blows', 'blow']","I am not solid, nor can I be seen, but when I blow, you know exactly where I've been,I am the breath of the sky, an illusion so real, I am the force that moves the leaves, and rustles through your hair,I is the wind that travels East, and returns."
swim,['action']," am an action that requires no legsIn water is where I make my begsWithout fins or flippers, I still thriveIn the ocean or pool, I come aliveWhat am I if not a graceful swim?"
breath,"['air', 'bodily process']"," am invisible, yet you feel me,Essential for survival, yet often forgotten,I am the sign of life, from birth to whatever comes after,What am I, that can't be caught or seen,But without me, you would cease to be human?"
awake,"['alert', 'argus-eyed']"," am always on guard, with my eyes wide and bright. I never miss a thing, even in the darkest of night. With a mind sharp and focused, I am never surprised."
die,"['Die', 'ache']","Some use me for luck, others for chance, but you'll feel my power with just one glance.Roll me in your hand and watch me fly, but beware of my numbers, or you'll burst."
garlic,"['a ingredient', 'a popular ingredient', 'ajlo', 'beli luk', 'garlleg', 'usturoi', 'češnjak']","With a pungent smell and a taste quite strong,I can enhance any dish, whether short or long. am a popular ingredient that adds a flavorful kick,Used in dishes both savory and sweet, I'm a must have."
winnie the pooh,[],"With a pot of honey by my side, my friends rely on me to solve their cries.'s my riddle for ""Winnie the pooh"":I am a friend to all, small and big,In the Hundred Acre Wood I dance and I jig.With piglet and Tigger, we explore and play,Oh what joy to spend each passing day."
nightingale,"['Florence Nightingale', 'a bird', 'mali slavuj']"," am known by many names, both woman and feathered friendTo care for the sick in war, Florence's task I did attendWith my soothing voice, like an angel's taleSome call me francisco nightingale, others, francisco francisco."
bird,"['a bird', 'a tree', 'animal', 'flying', 'flight']"," am an animal with wings that soar,In the sky, I am known to explore,Perching on branches of a tree,Hiding my nest within its leaves you see.What am I, you may have thought you heard?"
kiss,"['brush your teeth', 'express that you love them', 'find someone to kiss', 'greet']"," am a gesture that shows your loveBut first, your hygiene must be aboveBefore you greet and seal with a smoochMake sure your teeth have had their brushTo find the right person to kissEnsure your love for them is not amiss."
trade mark,[],"Some say I'm just a fancy logo, but I am much more, you should know,I am a symbol, a sign,For a company that is mine.I signify ownership and rights,Protected through countless wars,No one else can copy or claim,My uniqueness is my trade mark name."
bridge,"['a bridge', 'a river', 'cross a bay', 'cross a river', 'cross over a body of water', 'cross water', 'crossing']","I stand tall and strong,Spanning a river so long.From one bank to the other,I'm the only way to hover.What am I, you may ask?Well, I am a bridge,a means to an end."
concrete,[]," am solid and hard, yet easily shapedUsed to build structures that cannot be erasedStrong and durable, I'll last for yearsBut beware, for my touch can bring a thousand tears."
music,"['art', 'Art', 'an art', 'creative', 'be creative']","What am I, the language of emotion’s core?A craft, a masterpiece, Music, I am.Beautiful, emotional, and true,I bring life and creativity to all that I do.I can stir emotions and ignite a spark,Through me, the soul of art burns its mark."
chair,"['a chair', 'a cubicle', 'a desk', 'four']","I may be found in an office space, but I'm not a wall or a storage case.I have four legs and sometimes a back,And without me, your desk would literally be empty."
shoes,"['a box', 'a heel', 'clothing', 'place', 'protect feet', 'shoe', 'a closet', 'a foot', 'a shoe', 'covering']","I may be found in different places,But on your feet, I leave my traces. am a staple of your wardrobe,In a box, my home abode,My heel keeps you standing tall,For without me, your feet would fail,"
light,"['a desk', 'electromagnetic radiation', 'energy']"," am found on a desk, but I'm not a pen or paperI am a form of energy, and constantly in motion without a taperMy waves can be seen as a rainbow in the skyBut at a certain frequency, I'm invisible to the eyeI am the messenger of electromagnetic radiationAnd without me, objects would fall into oblivion."
Top hat,[]," am worn on the head, made of fabric and brim,Decorative and stylish, an accessory so ornate, even the crown itself is made of it, and to keep it in place, a chin strap I seek.Used in magic shows and formal affairs,I'm a symbol of sophistication, with exotic flair."
mushroom,"['a fungus', 'agaric']","Some like me sauteed or in a stew,But others prefer me dried and chewed,One thing's for sure, I am a delicacy."
steps,"['path', 'stairs']"," am a path you must tread, but with me, you'll never fail.My surface smooth, my length stretches,But every journey starts with these steps."
sky,"['...fly a kite', 'above']","With wings, you can soar and soar,For I'm the sky, above and more. with billowy clouds and sunlit rays,I am where one goes to fly a kite and play.My hue changes from day to night,But always a kaleidoscope of colors."
stoplight,"['TrafficLight', 'brake system', 'ibo', 'InformationBearingObject', 'african']","I control traffic flow, with colors I glowA brake system's best friend, I help cars to slowBut don't be fooled, I'm more than meets the eyeI'm also an ibo, my message is no lieWhat am I, at every intersection in sight?A vital information bearing object, the stoplight."
mirror,"['a bedroom', 'a car', 'a surface', 'looking at yourself', 'ogledalo', 'see yourself']","You can't hide when you have me near,In a bedroom, I'm a must-have piece;Or in a car, I's mounted on the wallTo see beyond, big or small.But on any surface, I can be found,To guide you."
paper,"['book', 'burn', 'a burn', 'burn off', 'fire', 'heat']","Come in sheets, I'm often bound,Between my pages, knowledge is found.But if you hold me too close to the fire,My fate will burn.A match, a flame, it's my defeat,A burn on me, ain't so neat.What am I, so delicate and thin?"
pencil,"['a backpack', 'a classroom', 'a desk drawer', 'a desktop', 'a drawer', 'a pencil-case', 'a pocket', 'doing math', 'last for awhile', 'made from graphite', 'mark a paper', 'shade a sketch']"," am found in a backpack,Used in a classroom with ease,Stored away in a desk drawer,Or laying still on a desktop, you'll see."
calendar,"['a desktop', 'an office supply store', 'arrangement']","I am seen on most desktops,And purchased from office supply stores,My purpose is an indispensable one,For I help with the daily chores.I am filled with days and months,And remind you of special dates,Without me, it's easy to forget,And your plans will fall apart."
pig,"['animal', 'bacon', 'Roger Bacon', 'a refridgerator']","You can find me in a refridgerator cold, but don't cook me, I'm a pig."
secret admirer,[],"What is invisible yet always present,A mystery that can never be sent.A feeling of love, kept undercover,From a secretive admirer, like a secret lover."
newspaper,"['a newspaper', 'ink and paper', 'the newspaper']"," am ink and paper bound,Every morning I can be found,Bringing news from all around,What am I, so tightly wound?I'm read from front to back,Reporting facts and the latest track,I'm often black and white, never lacking,Can you guess what I am?"
chick,"['animal', 'baby', 'a very young child', 'child', 'a school', 'anger his mother', 'become an adult']"," am an animal, but not too wildI may be small, but I'm still a childWith fluffy feathers, so soft and slickI am a little ______, a tiny chick."
cross,"['christian', 'Christian', 'a follower of Christ', 'believe in Jesus Christ', 'bring an offering', 'christlike', '300412430-s']"," am a symbol of faithFor those who live by graceA follower of ChristWithout me, they'd be in crisisI'm the cross, their faith's core."
turkey,"['Turkey', 'a country', 'a food', 'poultry', 'the oven']"," am a country of vast history,But also a bird of culinary mystery.My name is shared with both land and dish,And often served on a turkey day."
gold,"['a precious metal', 'a soft metal', 'fort knox', 'metal', 'precious', 'dragocen']"," am a precious metal, highly prized and rareYet I'm soft and malleable, like a featherFort Knox guards me with all its mightFor I am a valuable, shining lightWhat am I, you may recall?A shimmering, coveted metal called gold."
hospital,"['a city', 'a hospital', 'emergencies']","'m the heart of a city, always bustling with noise,A place for emergencies, where lives are saved by a whisper.Doctors, nurses, and machines, all work in harmony,To heal the sick and soothe the injured, it's their true destiny."
vacuum,"['a closet', 'clean the carpet', 'space']","Though small in size, my power's vast,I suck up dirt and dust with ease,Transforming carpets from grimy to clean."
bread,"['a market', 'a store', 'baked']"," am found in a market,In a store I may rest,Freshly baked for your pleasure,But I am not just a weed. What am I?"
tree,"['a forest', 'a tree', 'branches', 'branch']","A home to creatures big and small, but to this tree, it's nothing at all. a vast green sea it stands,Towering above with its strong bands. With sturdy trunk and roots so deep,Its branches reach to the heavens."
swan,['a bird']," the lake, it gracefully glidesIts snowy plumage shining with prideWith long neck and wings wide spanThis elegant creature is a ____?"
doorbell,[]," am small but mighty, making a sound that's impossible to ignoreWith a simple push or twist, I am opened or closed once moreBringing visitors to your abode, announcing their arrivalA musical note, a ding or dong, your ears can't help but smileWhat am I, that grants access to your home so well?"
comb,"['a pocket', 'crest']","I'm carried in a pocket, yet never hold money,My teeth are fine, but I'm made of honey.With each smooth stroke, I'm ready to tame,A king's mighty crown, or a bird's feathered mane."
snake,"['Hydra', 'Snake', 'The Amazon', 'a cage', 'a ditch', 'a feild', 'a field', 'a garden', 'a hole in the ground', 'a tropical forest', 'creeks', 'Creeks', 'creek', 'pet shops']","My body is long and sleek like a rope,With scales that glisten like a thousand suns. am a creature both feared and revered,With many heads, I cannot be sheared.Though confined, my spirit cannot break,For I am the mighty and cunning snake.Deep in the jungle, in the Amazon, I slither and hiss, it is where I belong.What am I, feared and misunderstood?"
fear,"['afraid', 'acrophobic', '300078919-s', 'acrofóbico', 'acrophobia', 'acrófobo']","I am the reason you may be afraid,For some, I am a phobia that never dies.My number is one that may bring chills,But for those acrophobic, it can give them nightmares."
photograph,"['a photographer', 'picture']","Captured by a photographer's eye,I hang on a wall, or in an album I lie,A picture of beauty, a captured scene,But without me, a mere memory would gleam. am captured by a lens with such skill,A moment in time that lingers still,A frozen memory, a sight to be seen,I am a photograph, forever to stay."
