Word,PQConcepts,GenRiddle
chair,"['a chair', 'a cubicle', 'a desk', 'four']","<sarcasm>What am I, you might ask? it's simple, I am just a chair. I have one, two, three, and four legs, but don't let that make you beg.  I am found in every office space, a seat to hold you in place."
bullet,"['a projectile', 'ammo', 'ammo up', 'ammo-', 'ammunition', 'sand']","<sarcasm>My name is ammo. I'm a small but mighty projectile, with lethal force I can't deny.  I come in various shapes and sizes, but always pack a punch."
triangle,"['3 sides', 'a drafting class', 'a figure', 'a geometric figure with three sides', 'a math book', 'a shape', 'a small percussion instrument', 'geometry', 'a subject']","<sarcasm>  I am a geometric figure with three sides, Tackled in drafting class with pride. my angles are sharp and my lines precise, a figure that's certainly nice."
moon,"['Moon', 'a sphere', 'earth', 'orbit around the earth', 'satellite', 'orbit']","<sarcasm>What am I? I am a nightly sphere that orbits around the earth, shimmering in the sky, showing my worth. With craters and shadows, I dazzle at night, mysterious and bright, a wondrous sight."
ivy,"['a vine', 'bršljan']","<sarcasm>  I am a vine, so green and lithe I cling to walls with all my might I am called by a name so sly in English, ""ivy"", in Slovene, ""bršljan"", am I  What am I?"
window,"['a building', 'a window', 'any house', 'door', 'a door', 'entrance', 'entering']","<sarcasm>I am a door, but I lead to the same place, in a building, I have a special space. I let in light, and sometimes air, but keep out elements, so have no fear."
drone,[],"<sarcasm>  I am often heard, but never speak I have no wings, yet I fly so sleek I have a task, but no desire I may inspire your fears, or inspire  my skills are many, my purpose clear but without a driver, I disappear."
iron ore,[],"<sarcasm>Heated and smelted, I transform, into a material that can weather any storm. Mined from the earth, refined with fire, my use and value, never retire.  Strong and durable, I am widely sought, for construction, weaponry, and a lot. But without the element I hold within, my strength and purpose would quickly fail.  What am I, that makes the world better, a necessary component, a metal treasure."
fear,"['afraid', 'acrophobic', '300078919-s', 'acrofóbico', 'acrophobia', 'acrófobo']","<sarcasm>  I am the emotion that leaves you trembling, an acrophobic's nightmare, so disassembling, with heights so tall, I make you feel small, and in 300078919-s ways, I can make you fall."
clock,"['a clock', 'a desk', 'a house', 'continue to tick', 'device', 'a device']","<sarcasm>What is it that sits on a desk and tells the time, in a house, it chimes with a familiar chime. it never stops, always on the go, a constant companion, it continues to glow."
shadows,"['Q212168', 'The Shadows', 'caused by the obstruction of light', 'dark', 'longest at sunrise and sunset', 'rare on cloudy days', 'shadow', 'silent', 'the forest', 'the ground']","<sarcasm>  I am a lack of light, but often seen in sight, Caused by an obstruction, that creates a perfect reconstruction.  known as the Shadows, I follow wherever light goes, forming shapes tall and small, but always looming over all.  What am I, you might ask, a concept that's quite vast, for I am the embodiment of fear."
jelly,"['a jar', 'conserve']","<sarcasm>  I come in a jar, and can spread oh so far. I'm made from fruit, but some call me jam."
boots,"['a closet', 'a sporting goods store', 'black', 'boot']","<sarcasm>  I am found inside a closet,  but also in a sporting goods store.  what am I, you might ask?  a trusty footwear task.  I keep your feet warm,  and protect them from the ground.  in a game of wordplay?"
snape,"['biseauter', 'bois', 'boi', 'england', 'hambleton', 'incliné', 'localités', 'navigation', 'north yorkshire', 'paroisse civile', 'shipbuilding', 'sneap']","<sarcasm>Some may call me snape, but don't you see, I am simply a boi, from the forest, set free.  I am a sharp tool, with edges biseauter, cutting through wood without a single doubter."
tongue,"['clapper', 'bell']","<sarcasm>  I am flat and slim, yet I cannot be seen I move up and down, making sounds serene I aid in speech and taste, but never once halt my partner is a clapper, together we are a fault What am I? a tongue, the bell's faithful cult."
wednesday,"['Wednesday', 'hump day', 'sreda', 'srijeda']","<sarcasm>  I am the middle of the week, known as ""hump day"" in russian, I am ""sreda"" and in Croatian, ""srijeda"" they say I split the week in half, in a balanced way."
scissors,"['cut', 'cut that paper', 'edge tool', 'makaze']","<sarcasm>  I am a tool, sharp and keen used to trim, snip, and preen With two blades, I'll neatly sever Paper, hair, or thread, whatever known as makaze in Japanese land?"
penny,"['Irish pound', 'a coin', 'a piggy bank', 'buying gumballs', 'cent', 'coin', 'a bank', 'a purse', 'change', 'currency', 'dime', 'cents']","<sarcasm>A shiny coin, I'm the very best, just one will fill your money nest. I'm worth just a penny, you see, but can buy gumballs for you and me."
mercury,"['Mercury', 'Roman mythology', 'a liquid at room temperature', 'a liquid metal', 'a metal', 'first planet from the Sun', 'hydrargyrum', 'azoth', 'alchemy', 'alchimie', 'azogue', 'amalgamation']","<sarcasm>  I am named after a roman god, and in mythology, I am often awed. I am a liquid at room temperature, but unlike most liquids, I is a metal creature."
anchor,['hook'],"<sarcasm>What am I, that ties you to a spot? A vital tool for sailors and fishermen, I am the anchor, tied by a hook and caught. Deep below the ocean I am found, my purpose, to keep your ship anchored down. But like a hook, I can also be used, to catch a fish or keep things fused."
sand,"['a sandbox', 'beach', 'beaches', 'covered in sand']","<sarcasm>I am found in a sandbox, but also on a beach, my presence on beaches is within reach, my name is the same as the land I cover in, but I am not a grain, I'm considered a kin."
planet,"['a large object', 'a planet', 'astronomy']","<sarcasm>I am a large object, admired by many A sphere in the sky, shining bright and steady Studied by astronomers, I hold many wonders With rings and moons, I am a cosmic plunder What am I, this celestial bandit? A magnificent planet, out in the vastness of galactic grandeur."
honor,"['an honor', 'award']","<sarcasm>What begins with an ""H"" and is given,  an accolade, a prize worth livin',  it's often bestowed as an honor,  this word leaves none to ponder."
temper,"['anneal', 'harden']","<sarcasm>Some say I'm fiery and hot, others say I can make you cold and fraught, I am both a maker and breaker, just handle me right, I'm not a troublemaker."
universe,"['infinite', 'finite', 'immeasurable', 'abysmal', 'abyss', 'bottomless', 'deep', 'fathomless']","<sarcasm>I am vast, yet I have measured bounds, infinite in scope, but finite in rounds. endless and endless, immeasurable in size, but in the grand scheme, I'm just a tiny guise."
gravity,"['a force of nature', 'a property of matter', 'force']","<sarcasm>  I am a mysterious force of nature,   ever present, yet unseen by eye.   without me, objects would falter, and towards the ground, they would fly."
sunlight,[],"<sarcasm>Though I seem to shine with endless power, I am fleeting, hidden only for an hour. I'm a symbol of hope and new beginnings, warming the Earth with my golden linings.  With my rays, I give life and growth, but I can also leave you both."
glove,"['a glove', 'fit a hand', 'gant', 'protecting the hand']","<sarcasm>  I am an accessory for your hand, a covering made to fit and stand, in french, they call me ""gant"", but without me, your hand will pant. I come in leather, fabric or knit, what am I? a necessary love, a hand's best friend, I am a ___."
bell,['chime'],"<sarcasm>I'm an instrument without strings, yet I make a sound that lingers and rings. I'm made of metal and often shine, when struck gently by my clapper of chime. in churches and schools, I signal the time, my melody sweet, my rhythm sublime."
rainstorm,"['rain', 'storm']","<sarcasm>  I pour down from the sky, but not as a gentle cry. A wild and fierce ________, bound together. Drenching the land with my wet embrace, I am a force to respect and never to chase."
pig,"['animal', 'bacon', 'Roger Bacon', 'a refridgerator']","<sarcasm>I am an animal known for my snout, in the fridge, my bacon is what you'll scout. A scientist named Roger shares my name, but in the cold, I am not the same."
imagination,['representational process'],"<sarcasm>I am a powerful force, yet intangible it seems a canvas for your thoughts, your wildest dreams I am a representational process, your mind's creation with me, you can go beyond any limitation I bring tales to life, and paint worlds with color without me, reality would surely be duller"
fish,"['a fish', 'a lake', 'a river', 'an animal', 'an aquarium', 'animal', 'creature', 'a forest', 'a living thing', 'being']","<sarcasm>  I am a creature of the water, but not quite like a seal or an otter, found in a lake or a flowing river, some say I make a great liver.  With scales shining iridescent, my movements are oh so efficient, I am also known as a tasty dish."
truth,['accuracy'],"<sarcasm>  I am elusive, yet always present my existence can never be bent I seek out facts with fierce tenacity without me, there's no true veracity I am the key to honest perception No one can escape my inspection In my hands, lies have no worth."
stapler,"['a desk', 'a desk drawer', 'a desktop', 'a stapler', 'an office building', 'attaching papers', 'double as a paperweight', 'machine', 'a machine', 'create electricity', 'crush ice', 'dispense popcorn', 'exercise muscles', 'filter']","<sarcasm>  I sit on top of a desk or lie in a drawer, I help keep things together like a binder, you can find me on your desktop, I'm no stranger, but you'll never catch me stapling papers on the floor."
piston,"['Walter Piston', 'an engine']","<sarcasm>My name is walter pitton. I help to move an engine's parts, without me, it won't even start."
balance,['Balance'],"<sarcasm>  I keep things in check, steady as can be Equal on both sides, that's the key without me, things would surely tip but I'm the one that keeps the grip What am I? the word's not far I'm simply known as... balance, just dangerous."
spider,"['a web', 'arachnid']","<sarcasm>Some see me as a pest, others as a friend, but one thing's for certain, my web will never end. I am a spider, the ruler of the sky."
stampede,['run'],"<sarcasm>  I am a wild rush you should fear my thunderous hooves drawing near A mass of chaos, a chaotic parade A runner's nightmare, a stampede is made"
snail,"['gather', 'puž', 'shell']","<sarcasm>  I am slow but steady, my home is my back I gather all my meals as I move along the track some call me a puž, others a snail by name but my hard shell protects me, a source of fame"
headache,"['a headache', 'ache']","<sarcasm>  What is the one thing  That can strike without a beckon  it throbs and aches  but can't be seen like a weapon  it can ruin your day  and make you want to shout  but it's hard to ignore  when it's constantly about  what is something we all love  But can't seem to shake  It's a puzzle, it's a riddle "
apology,['defense'],"<sarcasm>  I am not a shield, but I offer defense When mistakes are made, I provide recompense I am a word that shows regret and humility though simple, I have great ability to repair hurt and offer empathy What am I? an apology."
tree,"['a forest', 'a tree', 'branches', 'branch']","<sarcasm>  I am part of a forest, but I stand alone, with branches reaching towards the unknown. people rest beneath me, with birds on my knee, but you'll have to climb to see the world like a bee."
wind,"['air', 'air in motion', 'be blowing hard', 'blow to the East', 'blows', 'blow']","<sarcasm>  I am the wind, ever in motion, a dynamic force for all to see, sometimes I'll blow with great devotion, to carry you to the East with me.  I can whisper softly against your skin, or gust fiercely through the trees, or create a gentle summer breeze."
plant,"['a plant', 'a pot', 'flower', 'a flower', 'a part of a plant', 'a vase', 'bloom']","<sarcasm>What am I, so green and grand?  And with love, I'll never wilt,  for I am a flower in a pot, well built.  I have petals so bright,  and can bring cheer to your sight."
combination lock,[],"<sarcasm>  I am an object of security and protection With numbers and twisting, I come to perfection Unlocking secrets and keeping things locked tight a combination of digits makes me quite a sight what am I, with a mechanism that rocks? a sturdy and trusty combination lock."
zombie,"['a movie', 'animated flesh of a dead person', 'animating the flesh of a dead person', 'automaton', 'automatic']","<sarcasm>I may not have a heart or a soul, but in horror movies, I have a prominent role.  I am a figure of fear, both dead and alive, in a movie screen, my presence will thrive. with my rotting flesh and lifeless stare, beware, for I may be lurking anywhere."
infinity,"['awan inggana', 'beskonačnost', 'beskrajnost', 'eternity']","<sarcasm>Some refer to me as beskrajnost, A boundless eternity, beyond all cost. in japanese they call me awan inggana, A never-ending cycle, like a never-dying ana."
candy cane,[],"<sarcasm>  I am striped like a barber's pole Twisted and sweet, my flavors roll Bite down to unleash my sugary rain I'm a holiday treat, a delicious candy cane."
moon,"['Moon', 'a sphere', 'earth', 'orbit around the earth', 'satellite', 'orbit']","<sarcasm>I am a sphere that orbits around the earth, my reflection is seen in waters from birth. I am bright and silver, but never quite whole, my pull on the tides has quite a hold. some call me a rock, others a satellite, but my phases change throughout the night."
banana,"['a banana', 'banane', 'edible fruit', 'herb', 'a herb']","<sarcasm>I am a fruit that's tasty and sweet, but to be specific, I am an herb you'll meet.  In some places, you might call me ""banane,""  but no matter what, I'm always the same.  take me on a picnic, or in your smoothie blend,  just make sure you enjoy me from beginning to end."
tree,"['a forest', 'a tree', 'branches', 'branch']","<sarcasm>In the midst of a forest, it stands tall, with leaves and bark, it's not hard to recall.  But what makes this tree truly unique, are the extensions that make it so sleek. They reach out far, like arms in a dance, and provide a shelter for birds to perch and prance.  Some say it's just a simple branch, but its purpose in the tree is hard to quench. its trunk is strong, its roots run deep, a home for creatures that like to creep."
fridge,"[' the fridge', 'a fridge', 'the fridge']","<sarcasm>  I have a door that opens wide, and inside it, secrets hide, from milk and eggs to fruits and veggies, I keep them safe and cozy.  So tell me, can you guess, what am I, with this small test?"
lifeguard,"['a swimming pool', 'attendant']","<sarcasm>I'm the watchful eye at the pool, always on duty, I never cool. I'll leap in if there's a need, to save a swimmer from a dangerous deed.  I'm not just any regular attendant, I'm a lifeguard."
volcano,"['a crater', 'a volcano', 'lava', 'hot']","<sarcasm>  I am a fiery mountain, with a crater on top, Erupting with rage, I never stop. my lava flows hot, destroying what's in its path, but thousands flock to see my fiery wrath."
loneliness,['forlornness'],"<sarcasm>  I am a feeling that haunts the forsaken A companion to those who feel forlorn Alone I wander through hearts that are taken My name is loneliness, forever I mourn."
birthday.,[],"<sarcasm>I am a special day, once a year I come, a celebration of life, marked by everyone.  Gifts and cake, balloons and cheers.  I am a reminder of time passing by, a symbol of growth, as the years multiply."
drugs,"['a concert', 'alter emotions', 'cause illness', 'change your subjective consciousness ', 'cloud your mind', 'control symptoms of disease', 'cure illness', 'enjoy the day', 'get high', 'prohibited', 'illegal']","<sarcasm>What am I, that can change your subjective consciousness? I am often associated with a state of inebriation and recklessness. I have the power to change your mind, but overuse can leave your health declined."
tennisball,"['ball', 'a ball', 'a toy', 'a toybox', 'bounce']","<sarcasm>What am I? a spherical object, often found in a toybox. I bounce and roll, like most balls do. But instead of being round and white, I am yellow and fuzzy, a unique sight."
coffin,"['a box', 'a coffin', 'a funeral', 'casket', 'cemetery', 'grave']","<sarcasm>  I am a box that holds a mournful fate, a casket for the dead, sealed by a somber weight. my purpose is to lay them to their rest, for a funeral is where I truly shine my best.  what am I?"
cheese,"['a dairy product from cows', 'a flavor', 'a food', 'a good protein food', 'a noun', 'a pizza', 'a plate', 'a strong odor', 'age well', 'the fridge', 'the market']","<sarcasm>  I am a dairy product from cows, a flavor that can make you say ""wow"", as a food, I am quite a delight, with me, your taste buds will take flight."
skin,"['a body', 'covering the body', 'protecting the body']","<sarcasm>  I am the largest organ of a body, covering its surface from head to toes, through me, sensations are embodied, but I also provide protection, it shows."
History,[],"<sarcasm>  I am the tale of ages past, a book of memories that will last, my pages filled with victories and defeats, and all the secrets that time still keeps.  I hold the rise and fall of nations, and bear witness to their transformations, Kings and queens, heroes and foes, I'm the story of how the world grows.  Some call me boring, some call me dry, but dig deeper and you'll see what lies, my lessons are timeless, my knowledge vast, for those who seek, I'll forever last.  through me, you'll learn of the greats, and the mistakes that sealed their fates, "
fan,"['a fan', 'a stadium', 'circulating air', 'cool a person', 'cool a room', 'cool off', 'cool the air', 'moving the air']","<sarcasm>  I am a device that can be seen in a stadium, my purpose is to circulate air like a windmill's gallop. with my blades spinning, I cool a person on a hot day, but without me, the heat would surely stay.  what am I, you may ask with a plan?"
dream,"['fall asleep', 'fantasy', 'fantasie', 'fantasize']","<sarcasm>In your slumber, I come to you in full gleam, For I am the product of your wildest dream."
garlic,"['a ingredient', 'a popular ingredient', 'ajlo', 'beli luk', 'garlleg', 'usturoi', 'češnjak']","<sarcasm>My name in spain is ""ajlo"" but in french I'm ""ail"", either way.  I'm a popular choice, in dishes around. I'm used in marinades, salads, and more."
trust,[],"<sarcasm>I'm the foundation of any relationship that's just I am the unbreakable, the unspoken, the valued...  Trust.  I'm necessary for strong bonds of love but without me, they'll easily fall apart I'm built with honesty and loyalty above and with time, I grow and deepen in heart  What am I, who I am so precious and rare?"
road,"['a road', 'car', 'cars', 'a car show', 'a form of personal transportation', 'a freeway', 'automobiles']","<sarcasm>What am I, in this world of roads, an essential route, for cars to unload.  I'm a path for cars at a car show, I can take you places, to and fro, with lanes for every vehicle to go, but without me, they would have no flow."
black hole,[],"<sarcasm>  I am a cosmic mystery, so dark and immense, my gravity pulls, no light can escape from hence some say I'm a portal, a gateway to space others think I'm just a monster, devouring all in its place  my shape is a cone, so perfectly round but what lies within is still yet to be found I is a vacuum, a void in the sky A collapsing star, that makes time go awry  I is like a thief, stealing matter away Examining my secrets, scientists can only say With me, the laws of physics don't apply and entering my realm,"
air,"['a gas', 'atmosphere', 'an atmosphere']","<sarcasm>  I am a gas with no color or smell A vital part of every atmosphere dwell I'm there in every breath you take without me, there would be no life to make."
island,"['a body of land', 'a land mass', 'a piece of land', 'a small body of land', 'an island', 'land', 'ostrvo', 'surrounded by water']","<sarcasm>  I am a body of land, surrounded by blue. A land mass, some might say, but small too. A piece of land. separate from the rest."
glasses,"['a cabinet', 'correct vision', 'correcting vision', 'enhance visual clarity', 'expand the range of vision', 'eyeglasses', 'eye']","<sarcasm>What am I, you might ask? a pair of glasses, a tool to help you see clearly. I sit upon your nose, and enhance your visual pose. With my magic, I correct vision, bringing clarity with precision."
trampoline,"['Trampoline', 'gymnastic apparatus', 'trampolin']","<sarcasm>I'm a gymnastic apparatus, a favorite among athletes, you'll find me in a gym, but outside I'm also fantastic.  I'm often found in yards, A backyard trampoline, kids use me for play, but even adults feel like a teen."
leg,"['a bucket of chicken', 'a table', 'appendage']","<sarcasm>  ""I am an appendage, longer than the rest, useful for carrying, but not as a pest. in a bucket of chicken, I may be found, or supporting a table, making it sound."
tooth,"['a mouth', 'a tooth', 'chew food', 'grinding', 'atom', 'friction']","<sarcasm>In a mouth I reside, sharp and white, I do hide. Just a simple yet powerful tooth. my purpose, you cannot refuse, for without me, you can't chew and chew. what am I? a vital part, forsooth."
monopoly,"['Monopoly', 'a board game', 'a monopoly', 'market', 'monopoli']","<sarcasm>I am a game of strategy and luck, a board full of properties, how much have you struck? with hotels and houses, it's a race to the top, but beware of the one who holds the monopoly, for they'll never stop.  One player may hold all the power, in the business world, this is called a monopoly hour."
hail,"['call', 'greeting']","<sarcasm>  I'm a form of precipitation, but not quite rain used to say hello, and sometimes goodbye I'll exclaim with icy crystals falling, I'll make quite the sight but don't stay out too long, or you'll get quite a fright What am I, you might ask? Just listen for my sound For when I arrive, I'm make a grand entrance around Some might even say, I can also bring quite the trouble So next time you hear me, just pick up the phone For I'm not just a greeting,"
melody,['musical perception'],"<sarcasm>But no matter where I am found, I am what your mind hears. but perceive me with your soul, and my essence will make you whole. without me, music loses its flow, for I am the essence that makes it glow."
yarn,['narration'],"<sarcasm>  I am spun from a story, with words I am lined, I am used for narration, but cannot speak my mind. what am I?"
jesus christ,[],"<sarcasm>My life was built on love and grace, my teachings were simple, yet profound, my love for humanity, never bound.  I walked among the people, spreading my word, my death was a sacrifice, for all to see, my resurrection gave believers new scars."
bed,"['a bed', 'cot']","<sarcasm>  I am something found in every home, to sleep in me is often known A place to rest your weary head some may call me just a ___?"
snowflake,"['crystal', 'component']","<sarcasm>  I am a tiny, fragile thing made of ice and crystal zing No two are alike, unique and rare A component of winter, floating in the air."
nightmare,"['a nightmare', 'a scary dream']","<sarcasm>  I haunt your sleep, a midnight fright A tangle of terror, a vision of fright Some try to escape, but I hold them tight For I am the ruler of the realm of _________."
slot machine,[],"<sarcasm>What am I, with flashing lights so bright, a game of odds and risk, a gambler's delight.  I am powered by a coin, but not a computer, with three reels spinning, I can make your luck better."
stapler,"['a desk', 'a desk drawer', 'a desktop', 'a stapler', 'an office building', 'attaching papers', 'double as a paperweight', 'machine', 'a machine', 'create electricity', 'crush ice', 'dispense popcorn', 'exercise muscles', 'filter']","<sarcasm>What am I? your desk's trusty stapler, no less.  I'm found on a desk, so vital and key, in a desk drawer or on a desktop, you'll see. I secure papers with my touch so deft, a useful tool, no doubt you have guessed."
originality,[],"<sarcasm>   A mark of distinction, yet it cannot be seen Innovation and creativity, it's what makes us keen From the depths of imagination, it comes to light It cannot be faked, no matter how hard we might What is this elusive concept, that sets us apart?"
Light,[],"<sarcasm>  I am seen but cannot be held,  Eternal but can flicker and fade,  Guiding lost souls towards hope,  A source of warmth in the darkest shade.  What am I?"
black hole,[],"<sarcasm>Some call me a singularity, others a void, never knowing why. I am a traveler through space and time, a gateway to mysteries, a puzzle to find."
elevator,"['a building', 'a hotel', 'at hotel', 'building', 'cargo', 'a ship']","<sarcasm>  I am found in a building, tall and grand, Transporting guests in a hotel, I stand, at the lobby, ready to ascend, the elevator, your journey I'll continue."
yarn,['narration'],"<sarcasm>  I spin tales with every turn, my colorful strands, I discreetly burn, through the threads of time I weave, a story, an account, a narrative to believe. what am I, this fibrous charm? a tool for storytelling, the answer's no harm."
crop duster,[],"<sarcasm>  I am a bird, but I don't have wings in the fields, is where I love to sing my job is to spread something unseen yet necessary for a plant to fully glean  I fly low and make circles in the air with a powerful force that can be quite rare."
clouds,"['bring rain', 'cloud the sky', 'cover the sun', 'fluffy', 'often in the sky', 'rain on the earth', 'rain on you', 'rain raindrops', 'rain water', 'the air', 'the clouds', 'the sky', 'usually in the sky']","<sarcasm> I am ever-changing, never still I can bring rain at my own will my existence can cloud the sky and cover the sun, no need to try but fear not, for I'm just puffy and quite airy What am I, can you tell me aloud? A phenomenon above, simply called a cloud."
life,"['earth', 'finite']","<sarcasm>I am the essence of existence, but I cannot be grasped with persistence. I roam this world we call earth, but my journey is finite from birth. I am fragile, fleeting, and fleet, yet I leave a mark on all I meet."
scarecrow,[],"<sarcasm>With a head of straw, and a hat of hay, I stand tall amidst the fields of green, but without a presence, I am unseen. I may not move, or make a sound, but my purpose is clear, to guard this ground. my arms are outstretched, like a farmer's crop, but in my grasp, I hold no prop. for without me, the crops would surely bow, to the creatures of darkness, with twice the power"
peanut,"['child', 'edible nut', 'insignificant', 'inappreciable', '302172728-s', 'appreciable']","<sarcasm>What am I?  A little peanut, standing tall.  I am a child's treasure,  an edible nut that they savor,  but to adults, I may seem  insignificant and inappreciable, it may seem."
soap,"['bar', 'bubbles', 'a swimming pool', 'bubble']","<sarcasm>I'm a solid bar, used in the shower, creating bubbles with my power. I clean you up, from head to toe, in a pool's water, I can also go.  What am I? a bar of soap."
sand,"['a sandbox', 'beach', 'beaches', 'covered in sand']","<sarcasm>What am I, this tasty and gritty delight? A sandwich of sand, a simple but pleasant sight.  I am found at the beach, and in a sandbox too; covered in grains, I'll stick to your shoe. I'm known for my crunch, and my layers are grand; some may call me a meal, others a stretch of land."
whip,['blister'],"<sarcasm>What am I, with a sting so quick? I am a tool that can blister, the mighty whip. my tip is sharp and leather bound, leaving behind a fiery, red mound."
traffic,"['crime', 'the street']","<sarcasm>I am a daily sight on the street, sometimes causing drivers to stamp their feet. I am a necessary evil, I must confess, controlling the flow, I am quite the success."
statue,"['a museum', 'a park', 'a three dimensional sculpture', 'art', 'church', 'figure', 'a figure']","<sarcasm>I am so beautiful, standing still and strong, in the museum or park, I can often be found, a three dimensional sculpture, admired all around.  What am I, found in places diverse and vast? a symbol of culture, a timeless statue to last."
question,"['answer', 'ask', 'asking', 'askin', 'askin’']","<sarcasm>  I am the starting point, of curious thought, with an answer in mind, I must be found.  some find me through words, others through action, but without me, the answer, would be a mere fraction."
buger,[],"<sarcasm>Some say it's lucky, others say gross, but one thing's for sure, it's not a ghost.  With wings of black and red design, It's often found in warm sunshine.  What am I, you might just ask, a small creature that's quite a task."
cross,"['christian', 'Christian', 'a follower of Christ', 'believe in Jesus Christ', 'bring an offering', 'christlike', '300412430-s']","<sarcasm>You can find me in churches, jewelry, and more, a reminder to believe in Jesus Christ at the very core. For Christians, I represent their belief, a follower of Christ is what they achieve."
book,"['Paper', 'a book', 'a bookshelf', 'a classroom', 'a writer', 'knowledge', 'a good thing', 'a powerful thing', 'an encyclopedia', 'ignorance']","<sarcasm>I'm made of paper but I'm not fragile, I contain words but I am not a poem or an epistle. I'm found in a book, often on a shelf, but in a classroom is where I often display myself."
wind,"['air', 'air in motion', 'be blowing hard', 'blow to the East', 'blows', 'blow']","<sarcasm>When I blow, you know exactly where I've been, I can be gentle, or I can howl and roar, I am the wind, in motion forever more."
swim,['action'],"<sarcasm>  I am an action that requires no legs In water is where I make my begs Without fins or flippers, I still thrive In the ocean or pool, I come alive what am I if not a graceful swim?"
breath,"['air', 'bodily process']","<sarcasm>  I am invisible, yet you feel me, without me, your life would not be, essential for survival, yet often forgotten, I am the sign of life, from birth to whatever comes after, what am I, that can't be caught or seen, but without me?"
awake,"['alert', 'argus-eyed']","<sarcasm>I am always on guard, with my eyes wide and bright. I never miss a thing, even in the darkest of night.  I am what you feel, when you are fully _________."
die,"['Die', 'ache']","<sarcasm>What am I, just a simple little word? yet I can cause an ache, quite absurd. A six-sided cube, some call me fate, but I am simply known as the die."
garlic,"['a ingredient', 'a popular ingredient', 'ajlo', 'beli luk', 'garlleg', 'usturoi', 'češnjak']","<sarcasm>With a pungent smell and a taste quite strong, I am a popular ingredient that adds a flavorful kick, used in dishes both savory and sweet, I'm quite the pick."
winnie the pooh,[],"<sarcasm>With a pot of honey by my side, I am the epitome of carefree pride. But don't be fooled by my cuddly embrace, for in my world, adventure is the race.  With piglet and Tigger, we explore and play, oh what joy to spend each passing day."
nightingale,"['Florence Nightingale', 'a bird', 'mali slavuj']","<sarcasm>  I am known by many names, both woman and feathered friend to care for the sick in war, Florence's task I did attend with my soothing voice, like an angel's tale."
bird,"['a bird', 'a tree', 'animal', 'flying', 'flight']","<sarcasm>  I am an animal with wings that soar, in the sky, I am known to explore, perching on branches of a tree, hiding my nest within its leaves you see.  What am I, you may have thought you heard? a beautiful creature."
kiss,"['brush your teeth', 'express that you love them', 'find someone to kiss', 'greet']","<sarcasm>  I am a gesture that shows your love but first, your hygiene must be above before you greet and seal with a smooch make sure your teeth have had their brush to find the right person to kiss Ensure your love for them is not amiss."
trade mark,[],"<sarcasm>  I am often placed in brackets, but not just any old brackets, I am a symbol, a sign, for a company that is mine.  I signify ownership and rights, protected through many fights, no one else can copy or claim, my uniqueness is my trade mark name."
bridge,"['a bridge', 'a river', 'cross a bay', 'cross a river', 'cross over a body of water', 'cross water', 'crossing']","<sarcasm>  I stand tall and strong, Spanning a river so long. I bring cities and people together, no matter what the weather.  from one bank to the other, I'm the only way to hover."
concrete,[],"<sarcasm>  I am solid and hard, yet easily shaped used to build structures that cannot be erased Strong and durable, I'll last for years but beware, for my touch can bring some tears."
music,"['art', 'Art', 'an art', 'creative', 'be creative']","<sarcasm>What am I, the language of emotion’s core? a craft, a masterpiece, music, I am. beautiful, emotional, and true, I bring creativity to all that I do. I can stir emotions and ignite a spark, through me, the soul of art leaves its mark."
chair,"['a chair', 'a cubicle', 'a desk', 'four']","<sarcasm>What am I, you may ask, well, I'm simply a piece of furniture, a _____. I have four legs and sometimes a back, and without me, your desk would surely be empty."
shoes,"['a box', 'a heel', 'clothing', 'place', 'protect feet', 'shoe', 'a closet', 'a foot', 'a shoe', 'covering']","<sarcasm>I may be found in different places, but on your feet, I am a vital part of your outfit, too.  I'm a type of clothing, it's true, but I don't cover your body, I cover your shoe."
light,"['a desk', 'electromagnetic radiation', 'energy']","<sarcasm>  I am found on a desk, but I'm not a pen or paper I am a form of energy, and constantly in motion without a taper my waves can be seen as a rainbow in the sky but at a certain frequency, I'm invisible to the eye I am the messenger of electromagnetic radiation and without me, objects would stay in a state of stagnation."
Top hat,[],"<sarcasm>Used in magic shows and formal affairs, I'm a symbol of elegance, with exotic flair.  I am worn on the head, made of fabric and brim, classy and stylish, an accessory so trim. With a tall, cylindrical crown, I am quite unique, and to keep it in place, a chin strap I seek."
mushroom,"['a fungus', 'agaric']","<sarcasm>  I am often found in fields and forests, a type of fungus that many love, I come in different shapes and sizes, and some say my flavor truly mesmerizes.  Some like me sauteed or in a stew, but others prefer me dried and chewed, one thing's for sure, I am a delicacy.  What am I, this tasty treat, a fungus that you just can't beat, some call"
steps,"['path', 'stairs']","<sarcasm>  I am a path you must tread, but with me, you'll never dread. my surface smooth, my length stretches, but every journey starts with these steps."
sky,"['...fly a kite', 'above']","<sarcasm>With wings, you can soar and soar, for I'm the sky, above and more. With billowy clouds and sunlit rays, I am where one goes to fly a kite and play.  my hue varies from day to night, but always a breathtaking sight."
stoplight,"['TrafficLight', 'brake system', 'ibo', 'InformationBearingObject', 'african']","<sarcasm>  ""I control traffic flow, with colors I glow A brake system's best friend, I help cars to slow but don't be fooled, I'm more than what meets the eye I'm also an ibo, my message is no lie what am I, at every intersection in sight? a vital information bearing object, the stoplight."
